,날짜,시가총액,거래소코드,회사명_x,month,순매수거래량,순매수거래량_최종,순매수거래대금 비중_외국인
0,2015-10,234750780000,068400,SK렌터카,10,-598404.0,-1092130.0,-0.0045976346051585385
1,2015-11,259111710000,068400,SK렌터카,11,-254027.0,-1092130.0,-0.0045976346051585385
2,2015-12,263540970000,068400,SK렌터카,12,-227584.0,-1092130.0,-0.0045976346051585385
3,2016-01,248038560000,068400,SK렌터카,01,-58141.0,-1092130.0,-0.0045976346051585385
4,2016-02,259111710000,068400,SK렌터카,02,315497.0,-1092130.0,-0.0045976346051585385
5,2016-03,248038560000,068400,SK렌터카,03,-269471.0,-1092130.0,-0.0045976346051585385
6,2015-10,1139290246000,006840,AK홀딩스,10,9095.0,-424682.0,-0.0036274025736309163
7,2015-11,813400245400,006840,AK홀딩스,11,-526515.0,-424682.0,-0.0036274025736309163
8,2015-12,837245855200,006840,AK홀딩스,12,184673.0,-424682.0,-0.0036274025736309163
9,2016-01,621972988950,006840,AK홀딩스,01,-192683.0,-424682.0,-0.0036274025736309163
10,2016-02,714043537900,006840,AK홀딩스,02,15460.0,-424682.0,-0.0036274025736309163
11,2016-03,743188172100,006840,AK홀딩스,03,85288.0,-424682.0,-0.0036274025736309163
12,2015-10,4211573880000,027410,BGF,10,37195.0,256228.0,0.002852641337019594
13,2015-11,4446926538000,027410,BGF,11,-112017.0,256228.0,0.002852641337019594
14,2015-12,4248734826000,027410,BGF,12,-103857.0,256228.0,0.002852641337019594
15,2016-01,5326402260000,027410,BGF,01,146244.0,256228.0,0.002852641337019594
16,2016-02,4025769150000,027410,BGF,02,324683.0,256228.0,0.002852641337019594
17,2016-03,4062930096000,027410,BGF,03,-36020.0,256228.0,0.002852641337019594
18,2015-10,3583093444000,138930,BNK금융지주,10,-205495.0,-13097752.0,-0.00479809310247314
19,2015-11,2490249943580,138930,BNK금융지주,11,-8713609.0,-13097752.0,-0.00479809310247314
20,2015-12,2154974771320,138930,BNK금융지주,12,-2950312.0,-13097752.0,-0.00479809310247314
21,2016-01,2300857861540,138930,BNK금융지주,01,-2332482.0,-13097752.0,-0.00479809310247314
22,2016-02,2806302468060,138930,BNK금융지주,02,854054.0,-13097752.0,-0.00479809310247314
23,2016-03,3161571886200,138930,BNK금융지주,03,250092.0,-13097752.0,-0.00479809310247314
24,2015-10,249221385000,001460,BYC,10,-1099.0,-7126.0,-0.0019201267817682615
25,2015-11,291070590000,001460,BYC,11,-1842.0,-7126.0,-0.0019201267817682615
26,2015-12,287010592500,001460,BYC,12,-377.0,-7126.0,-0.0019201267817682615
27,2016-01,317304420000,001460,BYC,01,-90.0,-7126.0,-0.0019201267817682615
28,2016-02,366649005000,001460,BYC,02,-1454.0,-7126.0,-0.0019201267817682615
29,2016-03,324799800000,001460,BYC,03,-2264.0,-7126.0,-0.0019201267817682615
30,2015-10,40815457500,001465,BYC우,10,-460.0,-1100.0,-0.0004103929242983495
31,2015-11,45230850000,001465,BYC우,11,-545.0,-1100.0,-0.0004103929242983495
32,2015-12,41676997500,001465,BYC우,12,-535.0,-1100.0,-0.0004103929242983495
33,2016-01,40384687500,001465,BYC우,01,493.0,-1100.0,-0.0004103929242983495
34,2016-02,51907785000,001465,BYC우,02,0.0,-1100.0,-0.0004103929242983495
35,2016-03,49215472500,001465,BYC우,03,-53.0,-1100.0,-0.0004103929242983495
36,2015-10,6990779520000,001040,CJ,10,-62984.0,-641877.0,-0.00462074487505593
37,2015-11,7369446744000,001040,CJ,11,81195.0,-641877.0,-0.00462074487505593
38,2015-12,7312570748000,001040,CJ,12,183187.0,-641877.0,-0.00462074487505593
39,2016-01,8565321912000,001040,CJ,01,108518.0,-641877.0,-0.00462074487505593
40,2016-02,6933832024000,001040,CJ,02,-456041.0,-641877.0,-0.00462074487505593
41,2016-03,5698140359000,001040,CJ,03,-495752.0,-641877.0,-0.00462074487505593
42,2015-10,2200776552000,079160,CJ CGV,10,-322189.0,-562797.0,-0.00507373826437519
43,2015-11,2454712308000,079160,CJ CGV,11,151555.0,-562797.0,-0.00507373826437519
44,2015-12,2666325438000,079160,CJ CGV,12,197656.0,-562797.0,-0.00507373826437519
45,2016-01,2835615942000,079160,CJ CGV,01,-101157.0,-562797.0,-0.00507373826437519
46,2016-02,2465292964500,079160,CJ CGV,02,-171826.0,-562797.0,-0.00507373826437519
47,2016-03,2088621593100,079160,CJ CGV,03,-316836.0,-562797.0,-0.00507373826437519
48,2015-10,4448407080000,000120,CJ대한통운,10,-21233.0,106782.0,0.0007889715411403012
49,2015-11,4391376220000,000120,CJ대한통운,11,-5199.0,106782.0,0.0007889715411403012
50,2015-12,4357157704000,000120,CJ대한통운,12,72345.0,106782.0,0.0007889715411403012
51,2016-01,5018715680000,000120,CJ대한통운,01,226326.0,106782.0,0.0007889715411403012
52,2016-02,4459813252000,000120,CJ대한통운,02,-103066.0,106782.0,0.0007889715411403012
53,2016-03,4334345360000,000120,CJ대한통운,03,-62391.0,106782.0,0.0007889715411403012
54,2015-10,131326975315,011150,CJ씨푸드,10,38745.0,-66731.0,-0.00016510672177498593
55,2015-11,132943860100,011150,CJ씨푸드,11,6015.0,-66731.0,-0.00016510672177498593
56,2015-12,125398397770,011150,CJ씨푸드,12,-82157.0,-66731.0,-0.00016510672177498593
57,2016-01,133303167830,011150,CJ씨푸드,01,-28189.0,-66731.0,-0.00016510672177498593
58,2016-02,124679782310,011150,CJ씨푸드,02,147.0,-66731.0,-0.00016510672177498593
59,2016-03,127733898015,011150,CJ씨푸드,03,-1292.0,-66731.0,-0.00016510672177498593
60,2015-10,276877317500,001045,CJ우,10,-7256.0,-219026.0,-0.018074761067301125
61,2015-11,302869882000,001045,CJ우,11,-7155.0,-219026.0,-0.018074761067301125
62,2015-12,296089213000,001045,CJ우,12,8260.0,-219026.0,-0.018074761067301125
63,2016-01,314170997000,001045,CJ우,01,-52835.0,-219026.0,-0.018074761067301125
64,2016-02,261055756500,001045,CJ우,02,-65565.0,-219026.0,-0.018074761067301125
65,2016-03,218111519500,001045,CJ우,03,-94475.0,-219026.0,-0.018074761067301125
66,2015-10,4605369300000,097950,CJ제일제당,10,-31732.0,-74170.0,-0.002656006153385559
67,2015-11,4743530379000,097950,CJ제일제당,11,118689.0,-74170.0,-0.002656006153385559
68,2015-12,4967219745000,097950,CJ제일제당,12,120620.0,-74170.0,-0.002656006153385559
69,2016-01,5414598477000,097950,CJ제일제당,01,1359.0,-74170.0,-0.002656006153385559
70,2016-02,4763267676000,097950,CJ제일제당,02,-142796.0,-74170.0,-0.002656006153385559
71,2016-03,4573168805000,097950,CJ제일제당,03,-140310.0,-74170.0,-0.002656006153385559
72,2015-10,294690126000,097955,CJ제일제당 우,10,-2006.0,-5282.0,-0.0011621845081373852
73,2015-11,295353842500,097955,CJ제일제당 우,11,1334.0,-5282.0,-0.0011621845081373852
74,2015-12,290044110500,097955,CJ제일제당 우,12,4816.0,-5282.0,-0.0011621845081373852
75,2016-01,331194533500,097955,CJ제일제당 우,01,-69.0,-5282.0,-0.0011621845081373852
76,2016-02,282743229000,097955,CJ제일제당 우,02,-2805.0,-5282.0,-0.0011621845081373852
77,2016-03,277433497000,097955,CJ제일제당 우,03,-6552.0,-5282.0,-0.0011621845081373852
78,2015-10,844170828500,037560,LG헬로비전,10,-1081464.0,-1127014.0,-0.0012938270578630525
79,2016-01,929362380000,037560,LG헬로비전,01,-455109.0,-1127014.0,-0.0012938270578630525
80,2016-02,913873007000,037560,LG헬로비전,02,199884.0,-1127014.0,-0.0012938270578630525
81,2016-03,987447528750,037560,LG헬로비전,03,209675.0,-1127014.0,-0.0012938270578630525
82,2015-10,92243111800,000590,CS홀딩스,10,188.0,13927.0,0.0021400790980920866
83,2015-11,93051249200,000590,CS홀딩스,11,1304.0,13927.0,0.0021400790980920866
84,2015-12,91550422600,000590,CS홀딩스,12,1235.0,13927.0,0.0021400790980920866
85,2016-01,84277186000,000590,CS홀딩스,01,3129.0,13927.0,0.0021400790980920866
86,2016-02,87856080200,000590,CS홀딩스,02,3516.0,13927.0,0.0021400790980920866
87,2016-03,85893460800,000590,CS홀딩스,03,4555.0,13927.0,0.0021400790980920866
88,2015-10,1791963432400,139130,DGB금융지주,10,-36564.0,9884439.0,0.008617853041882723
89,2015-11,1758152801600,139130,DGB금융지주,11,1626342.0,9884439.0,0.008617853041882723
90,2015-12,1698984197700,139130,DGB금융지주,12,3048595.0,9884439.0,0.008617853041882723
91,2016-01,1506263602140,139130,DGB금융지주,01,487273.0,9884439.0,0.008617853041882723
92,2016-02,1403141178200,139130,DGB금융지주,02,2450431.0,9884439.0,0.008617853041882723
93,2016-03,1504573070600,139130,DGB금융지주,03,2308362.0,9884439.0,0.008617853041882723
94,2015-10,263846500000,004840,DRB동일,10,-3483.0,-9242.0,-0.0008166489288240881
95,2015-11,253040500000,004840,DRB동일,11,115980.0,-9242.0,-0.0008166489288240881
96,2015-12,232329000000,004840,DRB동일,12,46511.0,-9242.0,-0.0008166489288240881
97,2016-01,218821500000,004840,DRB동일,01,-46636.0,-9242.0,-0.0008166489288240881
98,2016-02,218821500000,004840,DRB동일,02,-111.0,-9242.0,-0.0008166489288240881
99,2016-03,232329000000,004840,DRB동일,03,-121503.0,-9242.0,-0.0008166489288240881
100,2015-10,59360000000,155660,DSR,10,-10626.0,-109241.0,-0.0009557428423020985
101,2015-11,59840000000,155660,DSR,11,-41403.0,-109241.0,-0.0009557428423020985
102,2015-12,65440000000,155660,DSR,12,-22490.0,-109241.0,-0.0009557428423020985
