,날짜,시가총액,거래소코드,회사명_x,month,순매수거래량,순매수거래량_최종,순매수거래대금 비중_외국인
0,2018-10,213275553725,095570,AJ네트웍스,10,-17607.0,-1017211.0,-0.0034482182972795897
1,2018-11,229195134025,095570,AJ네트웍스,11,-152350.0,-1017211.0,-0.0034482182972795897
2,2018-12,210934438975,095570,AJ네트웍스,12,-214954.0,-1017211.0,-0.0034482182972795897
3,2019-01,228024576650,095570,AJ네트웍스,01,-385336.0,-1017211.0,-0.0034482182972795897
4,2019-02,233877363525,095570,AJ네트웍스,02,-72315.0,-1017211.0,-0.0034482182972795897
5,2019-03,224747016000,095570,AJ네트웍스,03,-174649.0,-1017211.0,-0.0034482182972795897
6,2018-10,236965410000,068400,SK렌터카,10,555413.0,325106.0,-0.00041667632540258004
7,2018-11,307833570000,068400,SK렌터카,11,413013.0,325106.0,-0.00041667632540258004
8,2018-12,272399490000,068400,SK렌터카,12,89564.0,325106.0,-0.00041667632540258004
9,2019-01,261326340000,068400,SK렌터카,01,-359564.0,325106.0,-0.00041667632540258004
10,2019-02,244716615000,068400,SK렌터카,02,-399860.0,325106.0,-0.00041667632540258004
11,2019-03,254682450000,068400,SK렌터카,03,26540.0,325106.0,-0.00041667632540258004
12,2018-10,590841220600,006840,AK홀딩스,10,-157789.0,-32124.0,0.00047359342039999077
13,2018-11,704770245200,006840,AK홀딩스,11,32292.0,-32124.0,0.00047359342039999077
14,2018-12,715368294000,006840,AK홀딩스,12,20288.0,-32124.0,0.00047359342039999077
15,2019-01,675625611000,006840,AK홀딩스,01,-70954.0,-32124.0,0.00047359342039999077
16,2019-02,728615855000,006840,AK홀딩스,02,106763.0,-32124.0,0.00047359342039999077
17,2019-03,674300854900,006840,AK홀딩스,03,37276.0,-32124.0,0.00047359342039999077
18,2018-10,709546691760,027410,BGF,10,68355.0,55135.0,3.594057056529284e-05
19,2018-11,779166192430,027410,BGF,11,-50793.0,55135.0,3.594057056529284e-05
20,2018-12,769629274530,027410,BGF,12,173884.0,55135.0,3.594057056529284e-05
21,2019-01,756277589470,027410,BGF,01,-502015.0,55135.0,3.594057056529284e-05
22,2019-02,833526624460,027410,BGF,02,173442.0,55135.0,3.594057056529284e-05
23,2019-03,780119884220,027410,BGF,03,192262.0,55135.0,3.594057056529284e-05
24,2018-10,2912338161000,282330,BGF리테일,10,-80263.0,31484.0,0.001058843682226948
25,2018-11,3361719717000,282330,BGF리테일,11,-56292.0,31484.0,0.001058843682226948
26,2018-12,3525916824000,282330,BGF리테일,12,38919.0,31484.0,0.001058843682226948
27,2019-01,3180238704000,282330,BGF리테일,01,28527.0,31484.0,0.001058843682226948
28,2019-02,3681471978000,282330,BGF리테일,02,51048.0,31484.0,0.001058843682226948
29,2019-03,3776533461000,282330,BGF리테일,03,49545.0,31484.0,0.001058843682226948
30,2018-10,2473848517140,138930,BNK금융지주,10,-372882.0,1929082.0,0.0010551704121789793
31,2018-11,2499923336820,138930,BNK금융지주,11,-1059518.0,1929082.0,0.0010551704121789793
32,2018-12,2389105353180,138930,BNK금융지주,12,1998319.0,1929082.0,0.0010551704121789793
33,2019-01,2395624058100,138930,BNK금융지주,01,2023320.0,1929082.0,0.0010551704121789793
34,2019-02,2310880894140,138930,BNK금융지주,02,-193417.0,1929082.0,0.0010551704121789793
35,2019-03,2177247443280,138930,BNK금융지주,03,-466740.0,1929082.0,0.0010551704121789793
36,2018-10,145847602500,001460,BYC,10,-223.0,-495.0,-8.36058813882244e-05
37,2018-11,153030675000,001460,BYC,11,-62.0,-495.0,-8.36058813882244e-05
38,2018-12,153655290000,001460,BYC,12,-156.0,-495.0,-8.36058813882244e-05
39,2019-01,151469137500,001460,BYC,01,64.0,-495.0,-8.36058813882244e-05
40,2019-02,148346062500,001460,BYC,02,-46.0,-495.0,-8.36058813882244e-05
41,2019-03,154592212500,001460,BYC,03,-72.0,-495.0,-8.36058813882244e-05
42,2018-10,23476965000,001465,BYC우,10,-230.0,-315.0,-0.00016802817697926232
43,2018-11,24553890000,001465,BYC우,11,-42.0,-315.0,-0.00016802817697926232
44,2018-12,24553890000,001465,BYC우,12,-3.0,-315.0,-0.00016802817697926232
45,2019-01,24446197500,001465,BYC우,01,8.0,-315.0,-0.00016802817697926232
46,2019-02,23800042500,001465,BYC우,02,-33.0,-315.0,-0.00016802817697926232
47,2019-03,25846200000,001465,BYC우,03,-15.0,-315.0,-0.00016802817697926232
48,2018-10,3180292782000,001040,CJ,10,-17380.0,-696.0,-0.0005770757180880439
49,2018-11,3807598239000,001040,CJ,11,217943.0,-696.0,-0.0005770757180880439
50,2018-12,3545005257000,001040,CJ,12,16059.0,-696.0,-0.0005770757180880439
51,2019-01,3515828259000,001040,CJ,01,-187046.0,-696.0,-0.0005770757180880439
52,2019-02,3647124750000,001040,CJ,02,-4969.0,-696.0,-0.0005770757180880439
53,2019-03,3632536251000,001040,CJ,03,-25303.0,-696.0,-0.0005770757180880439
54,2018-10,853858979550,079160,CJ CGV,10,-518922.0,-438072.0,0.0004123916341254412
55,2018-11,880310620800,079160,CJ CGV,11,-412277.0,-438072.0,0.0004123916341254412
56,2018-12,867613833000,079160,CJ CGV,12,117966.0,-438072.0,0.0004123916341254412
57,2019-01,902529999450,079160,CJ CGV,01,-246056.0,-438072.0,0.0004123916341254412
58,2019-02,930039706350,079160,CJ CGV,02,338025.0,-438072.0,0.0004123916341254412
59,2019-03,918400984200,079160,CJ CGV,03,283192.0,-438072.0,0.0004123916341254412
60,2018-10,3615756524000,000120,CJ대한통운,10,448207.0,-489932.0,-0.005383525633774249
61,2018-11,3627162696000,000120,CJ대한통운,11,-148687.0,-489932.0,-0.005383525633774249
62,2018-12,3809661448000,000120,CJ대한통운,12,-103108.0,-489932.0,-0.005383525633774249
63,2019-01,3832473792000,000120,CJ대한통운,01,-223013.0,-489932.0,-0.005383525633774249
64,2019-02,4334345360000,000120,CJ대한통운,02,-142991.0,-489932.0,-0.005383525633774249
65,2019-03,3775442932000,000120,CJ대한통운,03,-320340.0,-489932.0,-0.005383525633774249
66,2018-10,77969777410,011150,CJ씨푸드,10,4066.0,14643.0,5.586548724807759e-05
67,2018-11,83718701090,011150,CJ씨푸드,11,2854.0,14643.0,5.586548724807759e-05
68,2018-12,83359393360,011150,CJ씨푸드,12,2634.0,14643.0,5.586548724807759e-05
69,2019-01,86054201335,011150,CJ씨푸드,01,-709.0,14643.0,5.586548724807759e-05
70,2019-02,86772816795,011150,CJ씨푸드,02,700.0,14643.0,5.586548724807759e-05
71,2019-03,79586662195,011150,CJ씨푸드,03,5098.0,14643.0,5.586548724807759e-05
72,2018-10,112672116550,001045,CJ우,10,-8727.0,-132941.0,-0.008899347537532529
