,날짜,시가총액,거래소코드,회사명_x,month,순매수거래량,순매수거래량_최종,순매수거래대금 비중_외국인
0,2012-10,2388241752650,138930,BNK금융지주,10,-18220.0,-796505.0,-9.127249644792871e-05
1,2012-11,2339896777900,138930,BNK금융지주,11,-51636.0,-796505.0,-9.127249644792871e-05
2,2012-12,2552614666800,138930,BNK금융지주,12,-1312155.0,-796505.0,-9.127249644792871e-05
3,2013-01,2784670545600,138930,BNK금융지주,01,1332216.0,-796505.0,-9.127249644792871e-05
4,2013-02,3026395419350,138930,BNK금융지주,02,-514472.0,-796505.0,-9.127249644792871e-05
5,2013-03,2958712454700,138930,BNK금융지주,03,-232238.0,-796505.0,-9.127249644792871e-05
6,2012-10,115553775000,001460,BYC,10,-1650.0,-1178.0,-4.485816857955743e-05
7,2012-11,117427620000,001460,BYC,11,-94.0,-1178.0,-4.485816857955743e-05
8,2012-12,114929160000,001460,BYC,12,-173.0,-1178.0,-4.485816857955743e-05
9,2013-01,115866082500,001460,BYC,01,-85.0,-1178.0,-4.485816857955743e-05
10,2013-02,123361462500,001460,BYC,02,0.0,-1178.0,-4.485816857955743e-05
11,2013-03,129607612500,001460,BYC,03,824.0,-1178.0,-4.485816857955743e-05
12,2012-10,14516949000,001465,BYC우,10,-2.0,-2.0,-8.968826714208337e-07
13,2012-10,3088967322000,001040,CJ,10,62898.0,-649706.0,-0.003913720395098894
14,2012-11,3117971710000,001040,CJ,11,-220129.0,-649706.0,-0.003913720395098894
15,2012-12,3438291957000,001040,CJ,12,-3877.0,-649706.0,-0.003913720395098894
16,2013-01,3626890250000,001040,CJ,01,-386318.0,-649706.0,-0.003913720395098894
17,2013-02,4337911435000,001040,CJ,02,-29067.0,-649706.0,-0.003913720395098894
18,2013-03,4323403370000,001040,CJ,03,-73213.0,-649706.0,-0.003913720395098894
19,2012-10,696870080400,079160,CJ CGV,10,55496.0,-578719.0,-0.009211530273151396
20,2012-11,672129130800,079160,CJ CGV,11,-132435.0,-578719.0,-0.009211530273151396
21,2012-12,662851274700,079160,CJ CGV,12,613567.0,-578719.0,-0.009211530273151396
22,2013-01,758722454400,079160,CJ CGV,01,-121121.0,-578719.0,-0.009211530273151396
23,2013-02,867994981800,079160,CJ CGV,02,-742643.0,-578719.0,-0.009211530273151396
24,2013-03,1029842027100,079160,CJ CGV,03,-251583.0,-578719.0,-0.009211530273151396
25,2012-10,111205742435,011150,CJ씨푸드,10,516710.0,519841.0,0.001525440643837749
26,2012-11,100606164400,011150,CJ씨푸드,11,-1148.0,519841.0,0.001525440643837749
27,2012-12,108331280595,011150,CJ씨푸드,12,-17109.0,519841.0,0.001525440643837749
28,2013-01,99168933480,011150,CJ씨푸드,01,-10.0,519841.0,0.001525440643837749
29,2013-02,101684087590,011150,CJ씨푸드,02,25810.0,519841.0,0.001525440643837749
30,2013-03,104738203295,011150,CJ씨푸드,03,-4412.0,519841.0,0.001525440643837749
31,2012-10,53115240500,001045,CJ우,10,26112.0,93314.0,0.006088045472589999
32,2012-11,53906318550,001045,CJ우,11,6791.0,93314.0,0.006088045472589999
33,2012-12,57974719950,001045,CJ우,12,14828.0,93314.0,0.006088045472589999
34,2013-01,60799998700,001045,CJ우,01,15437.0,93314.0,0.006088045472589999
35,2013-02,70518957600,001045,CJ우,02,24755.0,93314.0,0.006088045472589999
36,2013-03,74587359000,001045,CJ우,03,5391.0,93314.0,0.006088045472589999
37,2012-10,4479522222500,097950,CJ제일제당,10,59623.0,-360274.0,-0.0052326789249593575
38,2012-11,4401048840500,097950,CJ제일제당,11,-86255.0,-360274.0,-0.0052326789249593575
39,2012-12,4651729231500,097950,CJ제일제당,12,-20395.0,-360274.0,-0.0052326789249593575
40,2013-01,4854547243000,097950,CJ제일제당,01,-94181.0,-360274.0,-0.0052326789249593575
41,2013-02,5057365254500,097950,CJ제일제당,02,-97011.0,-360274.0,-0.0052326789249593575
42,2013-03,4562225000500,097950,CJ제일제당,03,-122055.0,-360274.0,-0.0052326789249593575
43,2012-10,88539781100,097955,CJ제일제당 우,10,-63120.0,-66382.0,-0.004862572492277251
44,2012-11,89601727500,097955,CJ제일제당 우,11,6119.0,-66382.0,-0.004862572492277251
45,2012-12,91460133700,097955,CJ제일제당 우,12,-8995.0,-66382.0,-0.004862572492277251
46,2013-01,93185796600,097955,CJ제일제당 우,01,-7440.0,-66382.0,-0.004862572492277251
47,2013-02,96902609000,097955,CJ제일제당 우,02,14930.0,-66382.0,-0.004862572492277251
48,2013-03,91725620300,097955,CJ제일제당 우,03,-7876.0,-66382.0,-0.004862572492277251
49,2012-10,1849933525200,139130,DGB금융지주,10,8835.0,-996095.0,-0.0008473966250680653
50,2012-11,1809717579000,139130,DGB금융지주,11,-676820.0,-996095.0,-0.0008473966250680653
51,2012-12,1950473390700,139130,DGB금융지주,12,-229206.0,-996095.0,-0.0008473966250680653
52,2013-01,1957176048400,139130,DGB금융지주,01,582578.0,-996095.0,-0.0008473966250680653
53,2013-02,2178363752500,139130,DGB금융지주,02,-346183.0,-996095.0,-0.0008473966250680653
54,2013-03,2252092987200,139130,DGB금융지주,03,-335299.0,-996095.0,-0.0008473966250680653
55,2012-10,426006000000,017940,E1,10,-4759.0,66060.0,0.0017531839871436521
56,2012-11,500780000000,017940,E1,11,10168.0,66060.0,0.0017531839871436521
