,회사명,거래소코드,회계년도,한계기업여부,이자보상배율(이자비용),부가가치(백만원),금융비용(백만원),매출액총이익률,매출액순이익률,총자본사업이익률,총자본순이익률,자기자본순이익률,경영자본순이익률,자본금순이익률,매출원가대매출액비율,영업비용대영업수익비율,금융손익비율,금융비용부담률,기업순이익률,인건비대총비용비율,금융비용대총비용비율,이자부담률,지급이자율,차입금평균이자율,유보율,유동자산구성비율,재고자산대유동자산비율,유동자산대비유동자산비율,자기자본구성비율,타인자본구성비율,자기자본배율,유동비율,현금비율,매출채권비율,매입채무대재고자산비율,순운전자본비율,차입금의존도,차입금비율,총자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,당좌자산회전률,재고자산회전률,매출채권회전률,비유동자산회전률,유형자산회전율,순운전자본회전률,사내유보대자기자본비율,자기자본배당률,배당성향,이익잉여금(결손금)(요약)(백만원),비유동금융부채(요약)(백만원),비유동자산증가율,유동금융부채(요약)(백만원),외국인_주식분포비율,장기금융부채(백만원),자산대비자본비율,차입,총자본증가율,유형자산증가율,비유동자산(백만원),자기자본증가율,매출액증가율,직원증감률,자산대비_장기금융부채비율,투자축소_여부,직원증감률_여부,종업원수증가율,투자활동현금흐름증감률,매출원가축소_여부,자산매각_여부,자본증가율_여부,차입_여부,사내유보금보유_여부,운용적범주전략(OPS)변수,LEV지수,순자산가치(백만원),KZ지수,산업매출성장률,WW지수,NCAV지수,기업생명주기,순매수거래량_기관,순매수거래대금 비중_기관,순매수거래량_외국인,순매수거래대금 비중_외국인
0,케이알모터스(주),000040,2013.0,1,-4.29,9379.15,603.89,7.59,-6.64,-2.77,-5.6,-10.28,-5.6,-10.41,92.41,103.5,-1.25,0.61,-5.09,10.64,0.56,1.02,7.67,7.75,-3.94,51.05,27.66,104.3,49.02,50.98,96.05,129.91,17.23,207.12,146.77,11.75,9.07,18.49,0.84,1.69,1.67,1.69,4.03,2.49,4.82,3.34,1.73,1.77,0.94,2.27,0.0,0.0,1299.0,0.0,-9.891839979847914,0.0,0.11,416.0,49.01566722539596,0.3557623234016351,-2.0070897617471317,1.0249059308367676,57234.0,-5.727256279092718,1.6604205173241293,-4.819277108433735,0.003557623234016351,0,0,-4.819277108433735,537.9506641366224,0.0,0,0,0,0,0,0.0,57315.0,-85918759113.6992,8.405309314463894,-657604419.260705,0.0015496008877969732,1,154.0,1.0419408070073503e-05,666080.0,0.0012831106360918
1,성창기업지주(주),000180,2013.0,1,-1.39,28423.83,1111.8,14.62,-2.82,-0.52,-1.31,-1.67,-1.35,-14.19,85.38,101.41,-0.87,0.74,-0.96,16.93,0.72,1.57,3.49,3.64,744.74,24.94,43.2,33.23,78.21,21.79,844.74,141.85,20.2,81.77,55.23,7.36,13.52,17.29,0.46,0.59,5.03,2.13,8.6,2.57,4.65,5.32,0.64,0.67,1.04,11.86,0.0,0.0,188378.0,0.0,122.6113541914578,0.0,3.1,13133.0,78.21480267523432,4.053282470548657,-1.353309748092579,4.182329112076202,243194.0,-1.5328245935780673,-6.497525520012899,-8.974358974358974,0.040532824705486574,1,0,-8.974358974358974,-178.40145690004047,1.0,0,0,0,0,1,0.07876220383855063,253423.0,-46196919234.92603,8.684002751584954,2632380582.12093,0.10637875909141122,0,28438.0,0.0013366322379963,-43268.0,0.0001474502753835
2,디엘(주),000210,2014.0,0,-3.33,494645.17,31419.37,2.11,-4.74,-2.06,-4.12,-10.15,-5.19,-207.78,97.89,102.91,-0.12,0.34,-3.83,7.29,0.31,0.52,4.26,4.33,1835.07,60.61,14.54,153.9,42.14,57.86,1935.07,149.36,31.91,100.66,159.59,20.03,17.98,42.66,0.87,1.99,42.54,1.54,5.99,1.63,9.44,10.34,2.32,6.77,0.84,18.54,0.09,0.0,840971.0,49299.0,15.454765976915494,35986.0,28.6,1406044.0,42.13809010128512,21.351923199869766,24.005811336814613,-4.3178242718405055,4512060.0,-15.296971077334353,-12.23603994633,-5.0895050895050895,0.21351923199869766,1,0,-5.0895050895050895,-19.604176725231383,0.0,0,0,1,0,1,0.11915001661444617,2648892.0,82059125843.79022,-2.1391254801754145,1844953595.6375983,-1.3365624103299856,1,-2124518.0,-0.0101600629137309,-122922.0,0.0006047335528067
3,일동홀딩스(주),000230,2017.0,1,0.61,20134.11,1550.73,44.23,0.06,0.78,0.01,0.47,0.02,7.36,55.77,104.45,-3.78,3.78,0.66,34.46,3.44,1.57,3.21,3.27,1558.09,21.22,9.22,26.93,63.54,36.46,1651.34,71.46,42.23,150.36,61.21,-8.47,24.03,37.81,0.17,0.29,4.64,0.42,14.07,0.64,7.97,4.8,0.24,0.83,0.31,1.33,1.19,45.38,41649.0,0.0,39.638223843338125,8.0,2.76,60.0,63.47024803634852,0.021879125126716602,34.37046764140958,0.42861186365290527,215917.0,62.91675246635092,0.7358171249172205,1.3888888888888888,0.000218791251267166,1,0,1.3888888888888888,-55.0620078276041,0.0,0,1,0,0,1,0.0002315663673508243,174057.0,-461353957472.5653,7.191380572470883,604593422.9665756,-0.26338973691784895,0,-854.0,1.3400834771893502e-05,-148806.0,-0.001701705659403
4,(주)대유플러스,000300,2012.0,0,-4.88,28096.06,3110.15,0.91,-4.78,-2.9,-2.99,-15.27,-6.27,-39.58,99.09,104.8,-0.79,0.82,-2.47,5.99,0.77,0.61,5.0,4.8,131.77,29.05,13.55,100.15,16.61,83.39,231.77,120.45,10.37,262.62,260.85,4.93,12.24,73.69,0.62,3.95,10.38,0.74,5.4,2.75,16.72,5.6,2.0,3.51,1.2,-4.24,0.0,0.0,-7892.0,0.0,-14.196936420003963,0.0,1.06,17494.0,16.606742863706852,2.87076314645093,0.6648936170212766,4.352137817697561,428570.0,11.4735137635901,13.285101326031848,15.424164524421593,0.0287076314645093,0,0,15.424164524421593,32.479558664171016,0.0,0,1,0,0,0,0.015758084117011312,101198.0,-25803693217.334385,5.164150771386816,706806042.5628898,-2.5214323851544145,0,-1414659.0,-0.0020008908013668,-1238620.0,-0.0020651680852127
5,삼환기업(주),000360,2012.0,1,-3.12,-63421.72,45756.43,-12.65,-46.02,-8.25,-16.48,-80.4,-25.02,-484.7,112.65,123.35,4.22,7.2,-13.9,6.16,4.14,3.21,16.25,8.34,324.34,50.34,31.88,114.45,14.4,85.6,413.23,92.3,7.9,19.65,13.12,-4.2,20.98,145.65,0.36,1.81,10.94,0.45,5.45,1.09,2.49,6.1,0.75,1.83,0.33,-443.93,0.0,0.0,86482.0,49299.0,-58.01327938401042,35986.0,7.32,26632.0,15.259499403518086,1.8655908743521183,-33.6928612170656,-42.30063568883678,718803.0,-56.562184064591904,-37.54623204476401,-13.318777292576419,0.018655908743521184,0,0,-13.318777292576419,93.22946175637394,0.0,1,0,0,0,0,0.0011925280335804637,217835.0,82059125843.79022,5.213873330720277,-3141121387.4014473,-6.674096949766128,3,-432756.0,-0.002887753515673,-172121.0,-0.0032329152046234
6,(주)대동,000490,2016.0,0,-1.84,88111.66,6200.99,20.71,-3.07,-1.79,-2.65,-8.19,-2.87,-75.52,79.29,102.22,-1.59,1.06,-1.74,12.65,1.01,1.37,2.71,2.82,809.6,55.75,57.54,125.98,32.25,67.75,884.89,107.95,2.07,64.15,37.51,4.1,39.04,121.06,0.86,2.61,24.67,1.29,6.47,3.85,2.6,4.58,1.95,2.42,0.82,71.87,0.45,0.0,180121.0,0.0,-33.03189691736469,5.0,1.65,57769.0,32.245629601208606,8.658215630320615,-3.061086613830027,-4.217934000549726,295255.0,-7.710521913324725,0.332663208066183,-4.9338146811071,0.08658215630320616,1,0,-4.9338146811071,-39.902048554426244,0.0,1,0,1,0,1,0.031565417865257524,215149.0,-69662309029.83522,0.06138113708600749,518809705.7385618,-0.47216525661380965,1,-2546.0,-1.651700127103993e-05,75176.0,0.0005365073037817
7,삼일제약(주),000520,2012.0,1,-0.84,22259.93,1457.24,41.3,-3.17,-1.0,-2.5,-4.48,-2.79,-52.72,58.7,101.72,-1.74,1.59,-1.24,20.41,1.47,2.84,6.23,5.73,1077.3,55.4,28.51,124.23,56.65,43.35,1143.16,166.66,36.3,140.52,39.35,22.16,27.03,47.71,0.79,1.41,16.63,1.78,13.12,2.39,4.43,3.58,1.6,2.49,0.89,1.6,1.22,0.0,59257.0,0.0,-41.05571498315095,0.0,2.98,7014.0,56.645284514757286,6.319146635914807,-8.421408711005503,-2.939122024609102,49502.0,-5.60026424839349,-3.209280663872306,2.459016393442623,0.06319146635914807,0,0,2.459016393442623,17.34483405212826,0.0,1,0,1,0,0,0.0962404361066619,62874.0,-436795952308.27246,5.164150771386816,-2842215305.7293763,0.5433011681056373,3,0.0,0.0,-3240.0,-6.918611861186119e-05
8,(주)천일고속,000650,2018.0,0,-29.21,28425.61,-1451.12,10.3,-0.37,-1.91,-0.28,-0.38,-0.52,-2.9,89.7,105.68,0.13,-3.12,-2.62,46.79,-2.94,-8.84,0.13,0.26,767.01,15.93,2.6,18.95,76.96,23.04,865.98,129.48,12.87,3024.89,412.36,3.63,1.96,2.55,0.75,1.02,7.77,2.83,39.42,2.69,182.22,5.7,1.05,3.42,1.65,28.6,9.22,0.0,32681.0,0.0,29.73917048922327,0.0,0.11,0.0,76.96153415662425,0.0,18.52392323339524,6.436241184319207,67598.0,31.27983198625342,2.2101147594395973,3.2098765432098766,0.0,1,0,3.2098765432098766,-46.710063335679095,0.0,0,1,0,0,1,0.0,61884.0,-550102815225.345,11.963994964899019,3823074526.4383836,-0.05035245484696044,4,861.0,9.64319932864192e-05,-316.0,-2.3376820034072423e-05
9,(주)영풍,000670,2015.0,1,-0.66,494645.17,2043.14,4.27,3.44,0.02,2.28,5.13,4.68,66.28,95.73,100.21,-0.48,0.08,2.33,5.58,0.08,0.21,3.18,2.99,3381.64,24.79,34.66,32.97,75.31,24.69,3311.89,201.83,34.27,79.38,62.18,12.51,6.55,8.7,0.66,0.88,71.03,2.66,12.76,4.26,8.31,9.49,0.87,2.39,1.85,3.53,1.02,28.9,840971.0,42426.0,9.896087544722883,97.0,2.05,61217.0,75.31410109812512,1.5350732016546103,2.3754177088261743,-12.358519765863662,2999095.0,-15.296971077334353,-6.47552324020041,6.291390728476822,0.015350732016546102,1,0,6.291390728476822,-22.463607034070908,0.0,0,0,0,0,1,0.01559943118520222,2648892.0,-233586011604.51617,-0.947472877343674,-1985592531.3178582,0.003118364418938307,2,-3799.0,-0.0002177183035247,11070.0,0.0009842659410977
10,(주)엘에스네트웍스,000680,2012.0,1,0.46,111004.11,19169.39,43.38,3.01,0.78,1.44,2.47,3.96,5.0,56.62,98.55,0.64,2.93,2.83,6.84,2.85,3.33,5.7,6.22,105.24,19.64,65.2,24.45,57.07,42.93,203.3,78.8,3.0,40.0,14.34,-5.29,25.58,44.82,0.48,0.82,1.66,1.14,29.0,8.46,3.96,11.65,0.58,2.92,1.42,43.89,0.12,5.26,416589.0,1662.0,0.12353929428178141,32425.0,0.08,144896.0,57.06769214770517,10.320529303206149,4.602417250664215,8.479289199188559,1128159.0,1.1133476782119802,44.229553618821704,2.831858407079646,0.10320529303206148,1,0,2.831858407079646,-74.91457621468456,0.0,0,0,1,0,1,0.048684670165108,801208.0,-53018132318.30798,8.167756805621416,1917084856.161235,-0.9898809769470013,0,-65431.0,-0.0001629229929443,17330.0,2.6040618993057265e-05
11,(주)유수홀딩스,000700,2012.0,1,-19.16,-63421.72,9511.52,-18.77,-249.62,-27.76,-29.12,-41.58,-71.7,-98.48,118.77,277.37,-23.36,23.36,-27.84,0.0,3.68,4.29,5.54,5.54,112.88,8.55,0.02,16.55,64.53,35.47,181.44,47.03,31.41,9583.78,3724.83,-9.64,31.67,49.08,0.05,0.08,0.43,0.18,51.69,0.99,364.64,6.38,0.06,0.97,0.3,-61.03,0.0,0.0,8819.0,49299.0,169.04477967920815,1028.0,14.29,1406044.0,11.759156028220366,21.351923199869766,78.27561245094678,159.14396887159532,4512060.0,107.27894304088339,91.0905699251051,-6.25,0.21351923199869766,0,0,-6.25,115.83185043608164,0.0,0,0,1,0,0,0.14075197400806816,2648892.0,82059125843.79022,10.034438416094343,1189680619.6551487,-6.674096949766128,1,-549468.0,-0.001460694633078,-207702.0,-0.0007380634104486
12,이화산업(주),000760,2018.0,1,0.17,8506.92,2713.27,18.2,-2.39,0.21,-0.58,-1.0,-3.03,-7.68,81.8,99.31,-3.93,3.93,0.37,8.72,3.79,2.7,3.18,3.35,659.45,15.89,25.25,18.89,63.6,36.4,759.45,89.8,21.5,176.24,21.1,-1.81,31.09,48.89,0.24,0.38,4.94,0.69,27.56,2.04,6.02,3.38,0.29,8.45,0.72,53.65,0.0,0.0,52529.0,0.0,-11.266396059807542,28.0,0.02,53114.0,63.59540789702557,18.47764828665855,2.3572980094719225,-4.368118717089517,241776.0,-1.0747276653083753,5.226608187134503,0.0,0.1847764828665855,0,0,0.0,23.32779707081383,1.0,0,0,1,0,1,0.2719507942043689,182804.0,-49639497418.20277,6.84355402561683,3091445469.105126,-1.1114210327930645,1,792.0,3.77016596024118e-05,-428.0,-1.592095721537346e-05
13,경남기업(주),000800,2012.0,1,0.28,383380.38,87534.15,6.48,5.28,1.8,2.74,8.39,4.36,66.28,93.52,97.79,-4.45,6.72,6.23,5.05,5.91,4.19,7.46,8.19,453.04,39.85,7.28,66.26,16.54,83.46,546.71,116.02,5.01,110.0,521.26,5.5,54.32,328.49,0.52,3.11,16.5,0.62,2.99,1.36,15.45,14.91,0.89,2.3,0.62,6.26,0.0,0.0,239052.0,4066.0,-17.77970978073837,0.0,9.06,1123232.0,16.537163576598697,38.93868658574541,4.745550026985604,-1.8793967919888726,1544347.0,2.734993104449445,-7.770703431254616,-7.605633802816901,0.3893868658574541,1,0,-7.605633802816901,-91.01689020281286,0.0,1,0,1,1,1,0.2767638017539598,424614.0,-58513467946.48663,5.213873330720277,8305342075.100167,-6.674096949766128,0,-263.0,4.5374320471996674e-05,60828.0,0.0010580625951698
14,보해양조(주),000890,2017.0,1,0.94,33107.46,1300.21,36.03,5.8,1.36,4.91,8.39,4.68,22.36,63.97,97.92,-2.15,1.31,5.51,18.09,1.29,1.09,2.91,3.11,106.32,30.34,47.79,43.56,45.72,54.28,206.32,78.63,0.69,95.62,18.81,-8.24,34.67,75.82,0.46,1.0,2.07,0.84,16.85,3.46,2.35,4.3,0.68,0.8,0.63,5.53,0.0,0.0,-830.0,0.0,88.58176213972334,0.0,2.15,32789.0,45.7242807233396,15.053047657960821,6.841446965052116,0.5023659817203604,151731.0,13.593905039975365,-13.812087740863213,-30.576441102756892,0.15053047657960822,1,1,-30.576441102756892,-26.451400329489296,0.0,0,1,1,0,1,0.1543172596724657,99597.0,-26714119350.03092,7.191380572470883,2882069386.32134,-0.5531291456771651,1,10774.0,1.594931159984704e-05,3101646.0,0.0049083915777158
15,(주)유니온,000910,2018.0,0,-0.26,-19192.86,1348.18,12.86,-28.9,0.22,-18.02,-29.15,-24.16,-487.99,87.14,100.34,-0.65,0.65,-17.62,15.34,0.46,0.86,2.72,3.23,1455.91,36.14,31.77,56.6,48.04,51.96,1440.64,88.8,5.37,178.67,54.27,-4.56,33.59,69.93,0.62,1.17,26.76,1.33,10.7,2.99,6.37,3.45,0.9,1.47,0.96,14.47,1.31,0.0,99706.0,510.0,1.3301864331335467,60.0,4.17,9716.0,48.04064192054277,3.169156500750212,-15.612441508395266,-32.38033087586864,195776.0,-29.64344743906983,15.305373221669546,0.0,0.03169156500750212,1,0,0.0,-68.56296725826827,1.0,0,0,0,0,1,0.044394624321222174,147283.0,-162038129832.84464,2.3404237334034605,1914039772.7606587,-0.8142102517305142,0,-13192.0,-0.0002803051370412,-21695.0,-0.0019262413800039
16,전방(주),000950,2012.0,1,-4.14,17039.08,9001.61,-4.37,-11.9,-7.19,-6.62,-16.75,-7.73,-421.33,104.37,113.04,-3.05,3.05,-4.92,8.98,2.6,2.89,3.43,3.87,2444.79,20.29,61.66,25.45,37.19,62.81,2305.17,42.63,0.95,54.09,20.89,-27.31,49.86,134.07,0.56,1.35,35.14,0.95,19.63,6.14,4.11,7.18,0.72,0.87,0.82,0.02,0.0,0.0,84146.0,893.0,117.80181233557438,0.0,0.0,45727.0,37.19237991242211,8.434443858296474,4.344127411826974,11.75437558577269,432158.0,-14.76104922745239,-3.7038970360341255,-1.834862385321101,0.08434443858296474,0,0,-1.834862385321101,17.776168214042713,0.0,0,0,1,0,0,0.10245090736108606,201637.0,17084289340.431587,5.164150771386816,4752120277.379769,-5.47763995817888,0,0.0,0.0,0.0,0.0
17,(주)DB하이텍,000990,2012.0,1,-0.31,245655.23,46112.01,16.38,-5.31,-0.98,-2.66,-10.47,-2.97,-14.34,83.62,102.64,-6.04,7.81,1.25,20.56,6.9,5.25,7.36,7.23,66.82,26.7,25.64,36.43,25.13,74.87,130.71,55.66,7.19,86.17,22.38,-21.27,58.88,234.33,0.5,1.97,2.7,0.67,28.86,2.73,7.56,8.08,0.67,0.82,0.61,-210.36,0.0,0.0,-156668.0,0.0,92.80391328253155,11544.0,7.45,231967.0,25.12560947696188,20.03593160901918,-3.443493316342019,-9.686757974020361,848611.0,-5.573228765638086,6.984585741811175,-10.24542267238021,0.20035931609019178,0,0,-10.24542267238021,111.03306493061504,1.0,0,0,1,0,1,0.18717004253622324,290893.0,-125105291405.16844,5.164150771386816,-1910291900.9793732,-1.9858330919739178,2,-157064.0,-0.000427621138034,430354.0,0.0017667252015004
18,페이퍼코리아(주),001020,2014.0,1,-0.75,41446.54,14426.01,9.88,-9.7,-2.2,-5.08,-18.07,-5.27,-41.54,90.12,104.61,-6.22,5.76,-2.06,8.63,5.08,4.22,6.16,5.94,151.15,33.36,60.73,50.06,32.09,67.91,249.08,55.81,0.89,52.39,32.14,-26.42,49.71,154.9,0.52,1.82,4.27,0.73,7.82,3.27,3.47,4.26,0.76,0.82,0.56,-10.41,0.0,0.0,-22218.0,1963.0,120.36068624752619,39.0,0.91,12332.0,32.09414870215574,2.44388691375053,11.306791486433129,2.4478884385317987,336266.0,43.50183864250587,-5.737637093983661,-2.5510204081632653,0.0244388691375053,1,0,-2.5510204081632653,-85.7404478481645,0.0,0,1,0,0,1,0.02744274723431491,161948.0,10589979571.743439,-2.3968510558758984,414099316.06787455,-1.7297694281822409,1,-368662.0,-0.0002389529133958,67622.0,0.0002441611806634
19,제이더블유중외제약(주),001060,2012.0,0,0.39,86743.36,24219.37,32.48,-5.14,1.6,-3.38,-12.46,-3.99,-70.43,67.52,97.61,-6.37,6.1,0.63,14.11,5.78,5.51,6.81,6.81,465.75,55.03,21.13,122.36,27.13,72.87,565.23,111.43,0.8,342.08,46.09,5.64,59.39,218.86,0.66,2.43,13.71,0.9,12.28,1.52,5.66,1.65,1.46,2.61,0.63,1.1,0.9,0.0,62108.0,0.0,-37.2434743578472,24.0,3.24,124757.0,27.134934385595503,20.684412537615334,-9.585934173996991,-35.3257491250628,271245.0,-3.8695807954138304,-7.8704058170748965,-8.15018315018315,0.20684412537615332,0,0,-8.15018315018315,-2.0980841316118286,0.0,1,1,1,0,0,0.09622110746575382,163662.0,-129862259853.75851,5.164150771386816,-7649929022.115056,-0.6678743511258277,2,2729.0,6.114691226842069e-05,36916.0,0.0009595880327911
20,대한방직(주),001070,2012.0,1,-1.36,25651.46,7263.08,2.59,-6.12,-3.88,-6.56,-21.29,-7.61,-314.41,97.41,103.71,-2.64,2.64,-3.73,9.0,2.4,4.07,5.34,5.01,1224.63,42.37,56.45,73.52,29.15,70.85,1324.62,70.08,3.38,54.23,14.78,-18.09,58.26,199.87,1.07,3.51,51.9,1.54,33.59,5.47,4.08,8.23,1.98,2.7,0.98,-11.48,0.0,0.0,62626.0,1778.0,-17.58454220883201,0.0,0.0,17864.0,29.14805645064301,7.408421148670224,-11.45079375571493,-3.730990655647595,138964.0,-18.83480570471736,-5.685562538787798,-0.641025641025641,0.07408421148670224,0,0,-0.641025641025641,114.08582089552239,0.0,1,0,1,0,0,0.008452725042107671,70285.0,-15517582339.264954,5.164150771386816,-2672198929.4302993,-3.1916999721163677,2,43.0,8.909651669085631e-06,0.0,0.0
21,(주)국보,001140,2012.0,1,0.64,15684.53,1667.96,7.82,-0.71,1.86,-0.89,-2.62,-0.98,-17.39,92.18,98.88,-1.36,1.36,0.8,8.6,1.35,2.58,6.63,7.17,562.28,39.73,1.9,65.92,34.31,65.69,656.03,73.5,2.28,3770.35,2752.24,-14.33,32.78,95.54,1.24,3.58,23.82,1.9,5.15,3.1,172.5,4.18,2.09,3.19,1.3,44.5,0.16,0.0,18929.0,0.0,-2.6723940059678,129.0,0.05,3584.0,34.30935580486319,3.638763389004518,-0.37827832788841803,2.2336633663366334,59364.0,-1.9554936606028954,-6.348173550935424,-8.333333333333332,0.03638763389004518,1,0,-8.333333333333332,-232.43243243243242,1.0,0,0,0,0,1,0.036681709661123885,33794.0,-37513557904.84316,5.6802151150521105,3940338753.087499,-2.0318687932447554,0,-2324.0,-0.0004526692834032,-560.0,-0.0001036655167311
22,금호전기(주),001210,2013.0,1,-0.35,52813.64,10817.12,11.07,-4.67,-0.45,-3.47,-12.22,-3.96,-61.17,88.93,101.18,-2.8,2.8,-1.39,9.09,2.57,3.38,4.94,5.23,440.41,48.19,44.9,93.02,34.91,65.09,452.72,133.68,17.62,74.72,44.2,12.14,49.66,142.26,0.74,1.92,11.18,1.21,10.77,2.9,3.53,5.41,1.39,1.91,0.95,58.88,0.3,0.0,82980.0,67.0,-7.011325001600528,0.0,3.34,150892.0,34.906340463397875,28.32726958702696,4.589436481445121,-9.074311956823497,275969.0,-14.021548136502357,1.824692593275231,-19.696969696969695,0.2832726958702696,1,0,-19.696969696969695,-15.42142068457858,1.0,0,0,1,0,1,0.15013897395992734,185937.0,-131105344896.42148,8.405309314463894,6675434368.514958,-0.49686387186309,0,22148.0,0.0005522576380726,-42675.0,-0.0013659496025156
23,동국제강(주),001230,2013.0,1,0.4,494645.17,91001.99,6.46,-1.77,1.13,-1.28,-4.87,-1.43,-27.67,93.54,98.79,-1.63,2.65,0.64,4.26,2.53,2.74,3.84,3.9,447.04,41.44,28.88,70.77,28.75,71.25,541.94,91.15,14.42,122.42,83.42,-4.03,57.23,199.06,0.73,2.45,15.89,1.03,7.02,2.42,5.89,5.1,1.26,1.51,0.86,0.4,0.36,0.0,840971.0,23209.0,47.09654451599947,6501.0,24.84,1406044.0,28.7486395153354,21.351923199869766,24.005811336814613,9.503115614812279,4512060.0,-15.296971077334353,-12.23603994633,2.0,0.21351923199869766,1,0,2.0,-19.604176725231383,0.0,0,0,1,0,1,0.1308332292724865,2648892.0,-94748494541.13246,8.405309314463894,1000828236.6005248,-2.2917493992681615,1,-1541156.0,-0.0030901507684503,1899800.0,0.0040126062200961
24,남광토건(주),001260,2012.0,1,-5.24,-63421.72,27433.28,-1.36,-76.28,-22.41,-45.45,0.0,-51.94,-132.03,101.36,137.86,-6.96,6.97,-41.3,6.45,4.13,4.1,0.0,13.28,-46.14,83.68,3.24,512.64,10.74,89.26,45.99,131.68,6.75,146.99,565.2,20.13,0.0,0.0,0.6,0.0,1.73,0.59,2.39,0.79,25.24,5.32,2.73,12.19,0.41,-443.93,0.0,0.0,-156668.0,49299.0,-84.77887221524426,35986.0,0.12,0.0,10.743052551346228,0.0,-37.17103047178497,-7.891447955722193,71313.0,111.73540136613424,-41.52109360370241,-31.956912028725316,0.0,0,1,-31.956912028725316,120.29598308668076,0.0,1,0,0,0,1,0.0,46935.0,82059125843.79022,5.213873330720277,11547908267.693441,-1.4417297662958888,3,-1281.0,-5.6750819522396346e-05,-53240.0,-0.0001131694152621
25,백광산업(주),001340,2014.0,0,-3.33,23572.18,7162.23,6.38,-10.3,-5.08,-7.14,-23.28,-7.25,-217.62,93.62,107.37,-2.17,2.17,-5.63,4.49,1.95,2.17,2.82,2.78,728.92,23.49,37.27,30.71,28.62,71.38,823.74,43.97,2.2,142.1,45.9,-29.94,57.54,201.07,0.69,2.26,21.13,1.0,13.41,4.31,7.72,5.63,0.92,0.95,0.93,-13.93,0.0,0.0,-11544.0,0.0,140.3243288602337,0.0,0.7,54509.0,28.6171600557428,12.134521800688326,-10.628358603895135,-6.848819878539808,343671.0,-21.249471627143357,-56.36993456864794,-1.7391304347826086,0.12134521800688326,1,0,-1.7391304347826086,-80.63805660953378,1.0,0,0,1,0,1,0.13455504522807915,128550.0,-13588728166.909529,-2.3968510558758984,571710971.457365,-2.889903809871884,2,-643791.0,-0.0032065218913072,-56752.0,-0.0004382422882901
26,삼성제약(주),001360,2012.0,1,0.16,11157.21,3247.46,40.47,-6.62,0.65,-3.29,-9.19,-3.35,-71.52,59.53,98.87,-6.87,6.87,0.12,19.6,6.41,5.31,6.96,8.6,602.38,66.77,16.07,200.89,33.7,66.3,699.28,183.8,22.11,410.19,131.21,30.44,46.36,137.59,0.5,1.39,10.8,0.77,3.27,0.9,4.79,1.39,1.43,1.5,0.46,-9.02,0.0,0.0,-3132.0,0.0,-39.573957395739576,0.0,0.53,29232.0,33.696053116931026,28.375623677415597,17.701228220508426,4.48094867807154,34238.0,3.797506204586909,7.275573402300416,0.4329004329004329,0.28375623677415596,0,0,0.4329004329004329,284.5572354211663,0.0,1,0,1,0,0,0.04276523093007861,34713.0,-103576811811.3278,5.164150771386816,10653089751.579105,0.018105986498575515,0,-2466.0,-2.3310298550862907e-05,6630.0,-5.1203835188521936e-05
27,(주)에스지글로벌,001380,2015.0,0,-2.56,6056.66,1786.54,6.09,-6.08,-2.29,-3.38,-5.63,-8.49,-32.75,93.91,104.15,-0.36,1.59,-2.5,7.22,1.46,2.21,3.41,3.56,466.06,22.71,58.32,29.38,58.14,41.86,565.8,68.13,7.24,41.21,41.02,-10.62,26.37,45.35,0.56,0.93,5.38,1.39,11.38,6.36,4.24,9.94,0.71,3.1,1.16,40.61,0.0,0.0,59364.0,0.0,-1.082327445001638,0.0,0.23,5132.0,58.13721098514869,2.5262494646733646,0.9757237156036266,-29.473287477621785,157014.0,-5.189894757122559,-7.124435847840103,-55.06072874493927,0.025262494646733646,0,1,-55.06072874493927,115.75903614457832,0.0,0,0,0,1,1,0.012017580318296427,118104.0,-27818377205.871235,-0.947472877343674,-608800524.6424093,-0.35371253432985933,1,705.0,2.4688578676517346e-06,122687.0,0.0004307556012249
28,대한전선(주),001440,2012.0,1,-0.43,-63421.72,91001.99,4.68,-22.85,-1.15,-18.06,-175.77,-25.32,-147.48,95.32,102.64,-13.72,4.97,-14.13,3.4,4.03,4.27,8.0,7.17,-7.52,45.91,34.44,84.88,6.53,93.47,71.96,62.72,2.95,86.99,92.81,-27.29,67.51,461.24,0.79,9.87,7.75,0.86,5.54,2.12,6.24,4.79,1.58,3.32,0.64,-143.23,0.0,0.0,-156668.0,39486.0,-43.457468738114386,21028.0,8.0,484551.0,6.529995254030863,16.822707327158366,-18.239384505859245,-1.3304910607835447,1557991.0,-42.03910571485802,-18.64713305262616,-6.927985414767549,0.16822707327158365,0,0,-6.927985414767549,93.22946175637394,0.0,1,0,1,0,0,0.15287930859511364,188086.0,82059125843.79022,5.164150771386816,5191262208.286026,-3.4792396929468445,4,-964529.0,-0.0014930944339674,-130701.0,1.1316339177814562e-05
