,회사명,거래소코드,회계년도,한계기업여부,이자보상배율(이자비용),부가가치(백만원),금융비용(백만원),매출액총이익률,매출액순이익률,총자본사업이익률,총자본순이익률,자기자본순이익률,경영자본순이익률,자본금순이익률,매출원가대매출액비율,영업비용대영업수익비율,금융손익비율,금융비용부담률,기업순이익률,인건비대총비용비율,금융비용대총비용비율,이자부담률,지급이자율,차입금평균이자율,유보율,유동자산구성비율,재고자산대유동자산비율,유동자산대비유동자산비율,자기자본구성비율,타인자본구성비율,자기자본배율,유동비율,현금비율,매출채권비율,매입채무대재고자산비율,순운전자본비율,차입금의존도,차입금비율,총자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,당좌자산회전률,재고자산회전률,매출채권회전률,비유동자산회전률,유형자산회전율,순운전자본회전률,사내유보대자기자본비율,자기자본배당률,배당성향,이익잉여금(결손금)(요약)(백만원),비유동금융부채(요약)(백만원),비유동자산증가율,유동금융부채(요약)(백만원),외국인_주식분포비율,장기금융부채(백만원),자산대비자본비율,차입,총자본증가율,유형자산증가율,비유동자산(백만원),자기자본증가율,매출액증가율,직원증감률,자산대비_장기금융부채비율,투자축소_여부,직원증감률_여부,종업원수증가율,투자활동현금흐름증감률,매출원가축소_여부,자산매각_여부,자본증가율_여부,차입_여부,사내유보금보유_여부,운용적범주전략(OPS)변수,LEV지수,순자산가치(백만원),KZ지수,산업매출성장률,WW지수,NCAV지수,기업생명주기,순매수거래량_기관,순매수거래대금 비중_기관,순매수거래량_외국인,순매수거래대금 비중_외국인
215,티케이지애강(주),022220,2012.0,1,-0.46,14385.01,3717.83,6.63,5.8,-1.01,5.69,8.39,4.68,50.99,93.37,101.73,-2.38,3.21,8.52,4.83,2.64,4.17,8.45,6.25,235.38,45.21,45.32,82.51,39.59,60.41,320.6,86.42,3.05,73.69,41.32,-7.1,43.93,110.98,0.88,2.76,7.93,1.3,14.01,3.54,4.37,6.43,1.61,2.05,0.85,6.87,0.0,0.0,4182.0,0.0,-16.779574031306133,0.0,3.15,2853.0,39.58641313070731,2.410055837606332,-17.667719185989903,-27.95935724917226,64862.0,26.76368751352521,-36.449479606496965,-9.659090909090908,0.02410055837606332,1,0,-9.659090909090908,-320.8087091757387,0.0,1,1,0,0,1,0.016562344838781846,46861.0,-30269520244.49537,5.164150771386816,1832977131.5054998,-0.34209418272272535,4,-109125.0,-0.0007686281353289,-429176.0,-0.0028629827555977
216,(주)한국종합기술,023350,2018.0,1,-3.58,96569.55,1381.51,4.96,-3.48,-2.56,-2.89,-6.14,-4.07,-121.22,95.04,103.27,-0.73,0.72,-2.29,48.24,0.68,1.14,3.62,3.77,1756.35,39.81,0.0,66.15,44.59,55.41,1856.35,98.62,17.97,0.0,0.0,-0.56,21.08,47.27,0.83,1.77,34.88,1.57,14.05,2.07,0.0,9.17,1.39,2.85,1.08,17.94,1.08,0.0,89443.0,0.0,-14.316767858481375,0.0,0.95,21088.0,44.59474875827088,9.252856415746704,-1.2526050806112679,-10.197010197010197,137172.0,-11.14501280784732,-4.340071641491947,1.0586319218241043,0.09252856415746705,0,0,1.0586319218241043,167.14031971580818,0.0,0,0,1,0,0,0.10210833360143272,101635.0,-279787137454.3046,17.240174926104604,140351923.2429055,-0.5900705687007057,1,-73065.0,-0.0006127213917074,191835.0,0.0044135702482095
217,유진기업(주),023410,2012.0,0,0.08,162469.09,56762.72,11.2,-3.93,0.87,-2.03,-5.59,-3.09,-81.04,88.8,99.33,-10.49,7.68,1.94,9.54,6.36,6.25,14.17,9.81,1390.0,51.37,1.0,105.63,43.28,56.72,1370.01,99.39,16.51,3170.3,2124.12,-0.31,37.14,85.83,0.52,1.42,20.61,0.81,4.95,0.87,69.36,3.22,1.29,2.43,0.47,15.73,1.37,31.54,107447.0,1138.0,-55.90583988770304,0.0,2.74,48193.0,43.28684196949112,3.946729430417325,-25.21689230652398,12.480447473534259,593697.0,3.524052199766147,-3.763324284239833,-22.277227722772277,0.03946729430417325,1,1,-22.277227722772277,-152.237320029758,0.0,1,1,0,0,1,0.04765631880098297,528570.0,-193801103834.39664,5.164150771386816,75111173.57350753,-0.29104070204821436,3,1248237.0,0.003311232023557,157526.0,0.0004989066992728
218,아이이(주),023430,2012.0,0,-13.11,-17838.41,121.1,13.7,-249.62,-3.93,-29.42,-90.38,-29.53,-61.63,86.3,143.85,-10.21,1.76,-29.26,7.04,0.41,0.24,1.18,1.18,-31.81,54.28,4.28,118.72,33.34,66.66,68.19,137.35,10.97,1150.63,1529.93,14.76,26.46,79.36,0.09,0.28,0.43,0.14,0.26,0.18,4.0,1.39,0.2,7.27,0.1,-93.34,0.0,0.0,-22742.0,0.0,76.34643377001456,0.0,65.79,19627.0,33.33557978730573,26.454691269830573,78.27561245094678,-30.729927007299267,33922.0,44.00838476767206,12.326982576127667,-17.741935483870968,0.2645469126983057,1,0,-17.741935483870968,-1102.4844720496894,0.0,0,0,1,0,1,0.0,24732.0,-35677899044.479645,8.167756805621416,10460136675.030802,-0.1996940018623215,0,0.0,0.0,1106880.0,0.002051104146135
219,제이스코홀딩스(주),023440,2012.0,1,-3.73,490.31,379.24,-15.2,-10.24,-2.5,-0.86,-1.87,-1.15,-17.12,115.2,134.32,8.67,4.54,-0.48,11.13,2.88,0.71,1.43,1.89,852.68,23.38,52.07,30.52,40.76,59.24,908.86,152.9,35.0,20.64,15.39,8.09,48.09,117.99,0.08,0.18,1.67,0.16,7.24,0.53,1.09,4.04,0.11,0.39,0.19,80.89,0.0,0.0,41860.0,0.0,140.84745284880606,0.0,0.0,42467.0,40.75532277447938,38.08631235314165,28.26347029862421,38.23477973611084,85431.0,-1.797947055645597,6.741573033707865,16.666666666666664,0.3808631235314165,1,0,16.666666666666664,-72.47349142085983,0.0,0,0,1,0,1,0.2767638017539598,45443.0,-70696614916.67175,5.164150771386816,18160311026.062534,-1.4080281690140846,0,0.0,0.0,-1830.0,-3.9858607954545454e-05
220,(주)플레이위드,023770,2012.0,1,-1.55,4611.27,2106.35,58.33,-60.04,-3.99,-12.38,-72.9,-46.75,-217.8,7.01,120.72,-17.68,11.97,-9.91,36.74,7.36,3.04,17.93,8.08,98.5,90.69,0.01,549.03,12.3,87.7,196.72,110.6,2.91,9583.78,2841.53,8.69,4.37,35.56,0.21,1.1,3.87,0.25,46.36,0.36,364.64,4.39,0.48,0.62,0.16,-294.47,0.0,0.0,-21413.0,0.0,-67.10734642178593,0.0,0.0,3070.0,12.296864142738663,3.440701140923049,9.573867125138156,-62.75794469665704,8310.0,-47.537534665774125,-3.7199124726477026,-19.230769230769234,0.03440701140923049,1,0,-19.230769230769234,-1102.4844720496894,0.0,1,0,0,0,1,0.0,10972.0,-22380833775.18225,8.79447693097584,2647613924.4577866,0.16077807329751326,4,0.0,0.0,0.0,6.604928974691334e-06
221,동일철강(주),023790,2012.0,1,-1.77,4496.84,2085.89,2.08,-5.76,-4.76,-5.46,-11.65,-7.13,-129.78,97.92,105.77,-2.52,2.52,-3.07,6.37,2.25,4.49,7.37,6.39,1343.47,60.71,34.38,154.52,48.68,51.32,1047.92,121.0,10.36,47.01,10.09,10.54,46.36,95.24,0.95,2.02,22.52,1.78,49.32,3.07,3.65,7.2,2.19,3.41,0.87,5.2,0.0,0.0,12965.0,0.0,-51.90294809860028,10.0,1.08,35.0,48.676987680554504,0.04426905466595836,-17.34498656602511,-43.69628890533973,31063.0,-11.146768868469051,-20.51134179161861,-38.13559322033898,0.0004426905466595836,1,1,-38.13559322033898,-37.94410897345878,0.0,1,1,0,0,1,0.0004828159304411338,38485.0,-65051617592.36178,5.164150771386816,-13102305129.398376,0.232559638275385,2,0.0,0.0,-3366.0,-4.789360861890996e-05
222,에쓰씨엔지니어링(주),023960,2012.0,1,0.53,45310.32,9417.89,12.41,-0.56,1.44,-0.45,-8.55,-0.46,-77.49,87.59,98.36,-2.71,2.95,1.93,9.78,2.81,3.46,5.39,6.02,747.36,49.29,8.13,97.18,31.18,68.82,847.36,87.05,2.53,567.78,320.07,-7.33,47.58,152.6,0.81,2.6,62.65,1.17,5.35,1.77,17.44,4.09,1.62,1.77,0.74,34.88,0.95,0.0,7226.0,0.0,-11.410963288896504,0.0,0.0,34375.0,31.179735934217014,8.916759617130554,-4.86848501748351,-3.4913262023922456,196502.0,-4.127584226646248,3.04735554312939,18.181818181818183,0.08916759617130554,1,0,18.181818181818183,-66.50876273217496,1.0,0,0,1,1,1,0.1157962433227448,120201.0,-77277812228.94897,5.213873330720277,7660325479.100311,-2.418519145111155,0,-177.0,-2.406265570753511e-06,0.0,0.0
223,한일단조공업(주),024740,2018.0,0,0.14,26339.39,3592.38,6.72,-0.58,0.33,-0.38,-1.15,-0.41,-9.32,93.28,99.65,-2.35,2.35,1.18,10.93,2.28,2.77,3.84,3.58,605.01,35.74,47.78,55.62,47.4,52.6,702.05,80.99,7.9,82.08,21.73,-8.39,43.79,92.37,0.67,1.53,12.78,1.18,13.24,3.24,4.04,4.96,1.06,1.14,0.79,24.73,0.0,0.0,56177.0,0.0,44.49086419753087,215.0,0.99,13720.0,47.40124831442414,6.026345495833827,-1.512778806388538,5.676062626044922,146297.0,18.109882893728795,14.560994094562044,-7.834101382488479,0.06026345495833828,0,0,-7.834101382488479,-11.645463441912485,0.0,0,1,1,0,0,0.08498071075618824,107916.0,-51912121772.71976,2.3404237334034605,343409453.4860388,-0.9204429341093684,2,-7294.0,-2.430921441471377e-05,-627353.0,-0.0029828961135284
224,(주)유성티엔에스,024800,2012.0,0,0.41,37193.43,7081.65,4.72,-0.79,2.33,-0.93,-2.67,-1.23,-32.22,95.28,98.9,-0.6,1.81,1.19,7.01,1.79,3.24,6.77,6.6,1038.61,40.1,9.62,66.94,37.23,62.77,1118.57,74.61,13.36,645.29,193.23,-13.65,45.69,122.72,1.17,3.37,40.66,1.79,14.51,2.99,28.07,4.3,2.06,4.02,1.2,54.78,0.17,0.0,71012.0,4730.0,-9.761953096728067,2335.0,1.27,15421.0,37.23081069521223,4.517663740043182,2.3568993280138177,-18.003648440058,204474.0,16.68242790381667,-1.6644519190432292,-0.641025641025641,0.04517663740043182,0,0,-0.641025641025641,-12.91973137192197,0.0,0,1,0,0,0,0.02475269069550339,127087.0,-122432257180.01529,5.6802151150521105,-2794350278.1536508,-1.7203784837732934,1,0.0,0.0,197162.0,0.0006229001279375
225,이화전기공업(주),024810,2012.0,1,-2.9,-196.74,1609.17,8.15,-21.26,-4.62,-19.98,-26.46,-23.16,-69.37,91.85,105.57,-2.01,1.27,-18.78,8.22,1.09,3.3,10.97,10.97,162.23,42.88,23.1,75.06,63.89,36.11,262.17,123.88,41.31,74.58,70.36,8.26,16.47,25.77,0.94,1.47,5.46,2.6,13.48,2.85,9.48,12.72,1.64,2.25,1.21,-14.23,0.0,0.0,-13531.0,0.0,-20.811869582652147,4.0,0.14,242.0,63.88651956239569,0.17949193398850363,-1.6177522219465568,41.37489003393239,77016.0,8.785157680698164,91.0905699251051,58.536585365853654,0.0017949193398850362,1,0,58.536585365853654,-234.81219848380425,0.0,1,1,0,0,1,0.0,86135.0,-164042654474.21912,5.164150771386816,13642744302.108849,0.0935624219134942,3,-46732.0,-7.44389817171462e-05,-32368.0,-0.0002605935215504
226,(주)세원물산,024830,2013.0,1,-9.4,32921.88,-1451.12,3.94,2.9,-0.5,1.09,1.57,1.54,61.02,96.06,106.7,10.41,-4.67,-0.67,20.52,-4.29,-5.79,0.0,2.16,3381.64,41.76,5.43,71.7,80.19,19.81,3311.89,457.19,39.07,323.0,266.36,32.63,0.0,0.0,0.38,0.54,21.06,1.24,6.19,0.82,22.1,5.06,0.72,1.42,0.54,65.87,0.38,24.58,119952.0,233.0,-38.332767786449494,0.0,0.79,1156.0,80.19267373654975,0.5613176397467273,-21.11933752867862,-13.858307925684505,119944.0,3.2232257258039314,-12.210503532004486,2.293577981651376,0.005613176397467273,1,0,2.293577981651376,-903.6862481063795,0.0,1,1,0,0,1,0.0,165151.0,-180845033487.7147,8.405309314463894,-4380619443.549316,0.8598308278919004,3,-27.0,-2.537977274308449e-07,0.0,0.0
227,케이비아이메탈(주),024840,2012.0,0,0.31,17541.65,7229.48,2.7,-0.65,1.57,-2.18,-6.88,-2.32,-6.75,97.3,99.57,-1.37,1.37,2.46,2.07,1.34,6.81,8.22,8.32,-2.25,71.08,33.91,245.77,31.51,68.49,94.84,130.98,3.35,170.78,23.14,16.81,59.1,187.54,3.39,10.67,10.46,4.96,46.8,6.81,14.88,7.71,12.31,16.11,2.65,-10.71,0.0,0.0,-5141.0,597.0,-65.1623006833713,48.0,0.46,19051.0,31.51145459201429,12.509110488059516,-4.200660481207738,1.0017515287465815,44046.0,-5.588999055712937,21.528429489470515,8.653846153846153,0.12509110488059516,1,0,8.653846153846153,-263.8304652644997,0.0,1,0,1,0,1,0.11459594302754232,47990.0,-23549084559.682266,5.164150771386816,-13102305129.398376,0.06367557461607032,2,0.0,0.0,56283.0,-5.26844470953867e-05
228,(주)피에스엠씨,024850,2015.0,1,-29.21,3807.88,7.33,-8.47,-23.5,-15.5,-21.31,-39.59,-23.34,-61.4,108.47,117.59,0.72,0.01,-21.3,19.26,0.01,0.03,2.84,3.16,27.42,58.27,34.76,139.63,51.66,48.34,127.34,158.62,20.3,74.27,47.76,21.53,18.95,36.69,0.91,1.69,2.61,1.96,8.86,2.29,4.87,5.41,2.17,2.67,0.97,-136.52,0.0,0.0,-31142.0,0.0,-52.78541627157216,0.0,4.55,1000.0,51.65940328528327,2.0952061682869596,-23.702341939093596,-16.37622109862059,19917.0,-28.94524495677234,-37.91866325694565,-18.7012987012987,0.020952061682869595,1,0,-18.7012987012987,-235.7819225251076,0.0,1,0,0,0,1,0.02035220165832282,24656.0,-89231810561.82986,-0.947472877343674,19294732649.795105,0.18183050681447227,3,2322.0,1.4283275139569213e-05,-14021.0,-0.0016400996539704
229,대원화성(주),024890,2012.0,0,0.23,12624.3,3951.55,11.66,-4.13,0.88,-4.57,-13.45,-4.81,-32.0,88.34,99.24,-3.28,3.28,-0.94,8.28,3.09,5.49,7.96,8.3,151.51,46.36,39.45,86.43,32.5,67.5,228.84,90.88,3.7,128.89,76.95,-4.65,45.86,141.12,1.11,3.26,7.74,1.67,7.54,4.07,6.45,4.8,1.99,2.19,1.15,13.62,0.0,0.0,5037.0,0.0,15.160241341482525,0.0,0.06,6096.0,32.49908759124088,5.562043795620438,1.0781049699809095,-8.282940940696722,58787.0,-7.31700970570633,0.2953632135517634,-11.067193675889328,0.05562043795620438,1,0,-11.067193675889328,-82.90954564401835,1.0,0,0,1,0,1,0.05862108703348291,35619.0,-23102315962.595486,5.164150771386816,5369306569.369544,-0.7720380582713551,0,9950.0,7.080220758810485e-05,67960.0,0.0005483962853256
230,경창산업(주),024910,2012.0,0,0.94,107801.96,12837.1,9.08,2.86,3.36,3.08,8.39,3.36,66.28,90.92,97.01,-2.52,3.03,6.34,8.73,3.01,4.19,5.7,5.7,849.59,34.31,28.98,52.24,22.09,77.91,945.64,81.54,9.96,182.63,81.65,-7.77,59.79,270.67,1.08,4.87,48.19,1.38,13.24,4.41,10.81,5.92,1.64,1.77,1.41,39.91,1.23,10.1,41310.0,0.0,76.52538552949693,0.0,0.02,120071.0,22.088239106071423,30.513673478204517,3.283559367855765,2.1337187242877302,258472.0,21.06949339053642,18.459668997107713,2.0316027088036117,0.30513673478204517,1,0,2.0316027088036117,-36.480935395392564,0.0,0,1,1,0,1,0.2767638017539598,86917.0,-204488687641.25946,5.164150771386816,-11225813757.594162,-2.0942437137897443,2,-1859847.0,-0.022319168943707,0.0,0.0
231,삼천리자전거(주),024950,2018.0,1,-7.63,4522.48,2195.94,32.86,-19.3,-10.31,-9.34,-14.59,-16.02,-210.61,67.14,121.33,-3.47,2.76,-8.01,17.17,2.05,3.23,3.75,4.07,1342.87,23.77,51.16,31.17,55.03,44.97,1340.24,55.75,4.76,53.52,19.26,-18.87,36.67,66.64,0.48,0.82,12.0,1.17,28.45,3.1,4.89,4.97,0.65,1.7,0.76,36.35,0.0,0.0,35271.0,2231.0,2.2251319747735505,113.0,10.08,750.0,55.026729705509716,0.4635209047928061,-3.1896180356117174,1.0759861412985001,123352.0,-14.407390673216499,-28.3149345387095,-12.16931216931217,0.004635209047928061,1,0,-12.16931216931217,-57.14285714285714,0.0,0,0,0,0,1,0.004747275186744049,89036.0,-12929391626.505926,6.84355402561683,4653947652.21843,-0.40269260799586,0,-696.0,-4.221011129949844e-07,-239208.0,-0.0035690281331684
232,(주)대성엘텍,025440,2012.0,1,0.62,28645.24,5362.35,6.55,-3.2,2.91,-6.74,-32.33,-6.93,-36.63,93.45,98.7,-2.65,2.02,-2.49,7.59,1.92,5.37,7.31,7.4,2.52,47.01,36.98,88.72,20.32,79.68,102.52,69.82,4.99,107.72,67.09,-20.32,59.19,291.32,2.11,10.09,11.44,2.66,21.47,7.46,11.29,12.28,3.96,4.86,1.79,-2.23,0.0,0.0,-9992.0,4808.0,-1.065565486074012,0.0,5.42,9000.0,20.3176837237358,6.959964736178669,4.981530343007916,2.8043623414199867,68521.0,-0.40938554262537435,4.46806586918151,-5.23138832997988,0.0695996473617867,1,0,-5.23138832997988,-213.6944818304172,0.0,0,0,1,0,1,0.006959754950398945,26273.0,-44910175859.81619,5.164150771386816,-4532182103.445428,-1.0394334254198376,2,-1.0,-6.192882682683821e-09,84053.0,8.177728366853255e-05
233,미래산업(주),025560,2012.0,1,-3.88,-16754.32,3509.85,4.53,-84.76,-14.28,-29.76,-75.27,-36.58,-95.06,95.47,140.82,-10.39,10.39,-26.11,10.42,5.46,6.03,9.26,9.26,34.18,26.04,40.45,35.21,39.53,60.47,126.28,53.63,4.21,123.27,93.04,-22.52,39.92,100.99,0.35,0.89,1.12,0.58,3.58,2.26,3.33,2.7,0.47,0.89,0.47,-5.73,0.0,0.0,-140678.0,0.0,-20.221153091320975,0.0,1.39,5904.0,39.529878986983825,6.137979789578742,-23.729324262175492,2.122073352280417,71138.0,-25.049772328556504,-54.22602990416029,-46.52173913043478,0.061379797895787416,1,1,-46.52173913043478,-301.144578313253,0.0,1,0,1,0,1,0.032359271825632994,38023.0,-877505274.4212914,5.164150771386816,-554539029.6133736,-0.3436940782801643,1,52137.0,-9.227895046384844e-06,-8234163.0,-0.0048946190046549
234,제이준코스메틱(주),025620,2012.0,1,-2.63,3062.41,1907.63,-5.16,-11.33,-8.96,-10.22,-54.3,-10.25,-31.85,105.16,109.94,-1.62,3.78,-6.81,9.67,3.26,4.2,5.89,5.44,-38.75,38.85,84.38,63.52,22.93,77.07,61.25,60.42,0.47,14.57,11.71,-25.45,57.24,249.6,0.9,4.79,2.81,1.11,22.51,14.66,2.51,20.79,1.56,1.58,0.79,-92.17,0.0,0.0,-11953.0,0.0,36.35359987382699,0.0,0.39,2800.0,22.93409255689756,4.951458027551327,2.293735641540493,13.810622012767807,34582.0,60.52729298180468,-12.472442585102506,-14.11042944785276,0.049514580275513274,0,0,-14.11042944785276,251.61290322580646,0.0,0,1,0,0,0,0.0,12969.0,1112458473.3973546,5.164150771386816,3710870218.357064,-0.6991550072363157,0,-223.0,-8.279422650738535e-07,-1900.0,-0.0003983943150087
235,이구산업(주),025820,2012.0,1,-0.82,9915.14,7990.88,-0.36,-3.42,-2.12,-2.71,-6.95,-2.84,-49.91,100.36,102.67,-3.27,3.27,-0.12,2.67,3.05,4.26,5.14,5.09,595.31,45.78,60.55,84.44,38.54,61.46,695.29,89.53,3.21,55.81,7.59,-5.36,51.58,133.85,0.79,2.04,14.61,1.3,56.4,4.5,2.74,5.12,1.49,1.6,0.84,0.0,0.0,0.0,32185.0,0.0,1.742240467748958,511.0,0.05,14998.0,38.53642528987093,4.971394098499764,-3.8769618994819246,-0.32661806589846093,163571.0,-6.051055783170501,-9.795155949484844,-3.896103896103896,0.049713940984997644,1,0,-3.896103896103896,-99.36733128834356,0.0,0,0,0,0,1,0.06567840731090889,116259.0,-17540065829.038975,5.164150771386816,-1410413476.6346414,-1.1139747415551287,2,-96.0,-2.911073281384377e-07,-50540.0,-0.0001465784666187
236,한화화인케미칼(주),025850,2012.0,1,-6.25,5717.4,-389.16,0.53,-3.11,-3.53,-4.19,-6.83,-5.33,-47.65,99.47,103.27,-0.13,-0.13,-4.37,2.56,-0.13,-0.47,3.04,3.04,574.06,35.07,19.75,54.01,53.9,46.1,674.06,77.47,26.69,124.36,232.9,-10.2,21.15,39.24,1.35,2.2,15.35,3.49,15.05,5.66,21.18,22.58,1.94,2.3,1.98,1.7,0.0,0.0,60629.0,0.0,128.05173688100518,0.0,10.9,0.0,53.90012120804013,0.0,22.306239158297856,0.18559029560190488,154277.0,-6.410265779031445,38.70834225362164,-2.857142857142857,0.0,1,0,-2.857142857142857,-101.11290975313638,0.0,0,0,0,1,1,0.0,128071.0,-159668393083.37247,5.164150771386816,-8668453922.773413,-0.2891537018647247,1,71708.0,0.0016401029810785,-28980.0,-0.0009151846328008
237,남해화학(주),025860,2012.0,0,-8.95,27146.13,4007.48,5.61,-1.7,-6.49,-4.17,-7.03,-4.58,-50.15,94.39,102.66,0.86,0.27,-3.5,2.47,0.26,1.65,2.41,2.61,602.33,61.6,48.46,160.44,60.61,39.39,687.08,158.17,16.17,75.48,9.88,22.66,32.15,53.05,2.46,4.15,29.57,6.05,42.46,7.95,7.5,10.87,6.78,9.05,2.36,0.18,0.18,0.0,254098.0,0.0,-53.48555055048595,0.0,2.64,0.0,60.61324440277305,0.0,-10.7592349016687,-4.654325742621925,216228.0,-7.03625023830923,-2.7297663133022882,-1.240694789081886,0.0,1,0,-1.240694789081886,-53.53889943074004,0.0,1,0,0,1,1,0.0,341335.0,-113446326904.54443,5.164150771386816,2875365093.722889,0.3257846692077039,0,-1120960.0,-0.002985933759007,112926.0,0.0003138765453553
238,(주)케이씨피드,025880,2015.0,0,-0.31,6561.92,-64.36,11.86,-2.57,0.8,-1.92,-4.57,-2.49,-33.47,88.14,100.45,0.08,-0.08,-1.98,7.26,-0.07,-0.1,2.6,2.16,621.22,39.71,26.07,65.87,44.27,55.73,713.32,107.36,19.41,177.88,35.76,2.72,46.51,105.07,0.75,1.84,13.43,1.26,16.98,2.09,6.06,4.98,1.44,2.63,0.82,2.89,0.85,43.98,35024.0,209.0,-33.76267078007933,0.0,13.94,18342.0,44.26660248310167,18.394608580540346,-19.00743207570158,-3.906660485241848,60117.0,-5.185376122352537,-10.1812074033399,-13.333333333333334,0.18394608580540345,1,0,-13.333333333333334,-156.0248617835926,1.0,1,1,1,0,1,0.16307555320777697,44140.0,-261008234067.64697,-0.947472877343674,58636550.29139058,-0.3920789053366242,3,0.0,0.0,221496.0,0.0020032134211309
239,한국주강(주),025890,2017.0,1,-29.21,1587.49,-387.31,1.38,-15.79,-2.23,-6.31,-7.94,-7.58,-83.57,98.62,106.98,1.19,-1.29,-6.83,15.57,-1.17,-2.52,0.14,0.29,912.77,40.02,20.77,66.72,66.34,33.66,996.44,123.31,0.63,112.04,22.91,7.57,26.84,40.45,0.4,0.5,5.29,1.95,31.49,0.97,5.07,4.66,0.78,1.16,0.58,80.89,0.0,0.0,47499.0,0.0,-11.523898846741698,0.0,0.32,300.0,66.34443293142427,0.3532403918613414,30.976836001357142,159.14396887159532,50941.0,-10.132699607642987,12.900913138631045,47.88732394366197,0.0035324039186134136,1,0,47.88732394366197,-90.43456543456544,0.0,0,0,0,0,1,0.0055409924585441426,56345.0,1409994667.710423,7.191380572470883,3174017992.3962975,0.21143298977217484,0,-33545.0,-0.0003102684443411,26548.0,0.0004064602378072
240,동화기업(주),025900,2013.0,0,-0.17,80639.36,12530.16,14.65,-3.68,-0.14,-1.29,-3.23,-1.61,-169.12,85.35,100.53,-2.93,2.96,-0.25,12.43,2.75,1.91,3.04,2.96,3381.64,16.6,39.63,19.91,42.51,57.49,3311.89,40.07,2.65,108.69,76.22,-24.82,40.4,95.04,0.35,0.77,47.76,0.65,7.72,4.29,6.01,6.09,0.41,0.49,0.76,57.13,0.0,0.0,580159.0,1167.0,136.2562389362863,349.0,29.31,86279.0,42.51022835976012,8.107419859838112,-21.23382318655007,-23.682208689590126,887532.0,-30.38983220366367,5.332617145244437,58.536585365853654,0.08107419859838112,1,0,58.536585365853654,-95.56352229442079,0.0,0,0,1,0,1,0.12435535725870667,452393.0,-22562054568.399704,8.405309314463894,1937626269.2292078,-5.3062446339480935,0,-1863.0,-2.5489214495208758e-05,-1740.0,-2.0741778174142146e-05
241,(주)제이에스티나,026040,2018.0,1,-1.53,31722.6,217.86,58.33,0.19,-0.46,0.22,0.34,0.25,2.8,33.84,100.67,-0.19,0.17,0.41,20.26,0.17,0.53,1.62,1.79,839.53,61.92,36.51,162.61,62.0,38.0,822.67,166.75,22.62,88.75,9.57,24.79,29.9,48.23,1.13,1.78,14.66,3.12,45.36,2.87,4.77,5.2,3.07,4.17,1.15,60.17,1.01,45.38,47214.0,0.0,-46.41020944006839,0.0,2.7,1000.0,61.99736207285538,0.8677391923083598,4.9066016094381535,18.346622805449282,43882.0,-0.7969897668735508,-9.001850674174165,1.7142857142857144,0.008677391923083599,1,0,1.7142857142857144,-404.9270664505673,0.0,1,0,0,1,1,0.007734871368570905,71447.0,-372163233475.66376,2.3404237334034605,-7241213886.640072,0.3224367597641858,1,-42435.0,0.0015390062505486,186981.0,0.0010833945102228
242,(주)특수건설,026150,2012.0,1,0.38,63248.63,1142.31,7.5,1.04,0.55,1.1,1.92,1.36,30.11,92.5,99.64,-0.79,0.79,1.93,19.33,0.77,1.95,5.67,7.79,1475.58,57.69,11.62,136.35,53.83,46.17,1575.58,138.14,2.29,224.59,317.73,15.93,16.58,30.8,1.06,1.85,29.04,2.47,5.49,2.2,14.26,7.25,2.37,4.44,1.13,9.35,0.63,33.21,43162.0,2827.0,-35.64089765187912,1626.0,0.19,1908.0,53.830219250569144,1.3044280821215415,14.064802900924084,3.9472453465531756,61889.0,0.5144571392098041,27.547262675889222,4.405286343612335,0.013044280821215415,0,0,4.405286343612335,-9.232655921513665,1.0,1,0,0,1,1,0.0,78738.0,-152367166528.91577,5.213873330720277,3470425907.693754,0.4013748196481362,0,-11608.0,-0.0001319253515522,5597.0,-9.66869064775588e-05
243,현대정보기술(주),026180,2012.0,1,-1.73,44430.29,2620.63,0.32,-3.37,-3.03,-4.09,-12.54,-5.33,-12.7,99.68,102.65,-1.15,1.38,-2.42,17.66,1.32,2.49,5.23,5.23,1.34,24.55,0.35,32.54,32.66,67.34,101.3,46.28,1.04,9583.78,3724.83,-28.49,35.6,109.01,1.21,3.72,3.76,1.8,11.36,4.96,364.64,13.88,1.61,2.5,1.56,-8.2,0.0,0.0,-4301.0,53.0,93.96878190140613,1537.0,0.19,25.0,32.660629195060714,0.01601168212327714,-7.697582719012515,-29.96965588482149,117805.0,-12.840979011417241,1.5450409170565444,7.2617246596066565,0.00016011682123277143,1,0,7.2617246596066565,-140.84084084084083,0.0,0,0,0,0,1,0.0,50995.0,-12563850229.815931,8.79447693097584,2197251114.8380156,-0.6842015882894477,3,-52194.0,-0.0001050201662658,-16093.0,-5.464362567317915e-05
