,회사명,거래소코드,회계년도,한계기업여부,이자보상배율(이자비용)
2221,(주)아이디스,143160,2017.0,0,-29.21
2222,(주)영우디에스피,143540,2018.0,0,-10.34
2223,코오롱머티리얼(주),144620,2015.0,1,-6.04
2224,코오롱머티리얼(주),144620,2016.0,1,-1.22
2225,코오롱머티리얼(주),144620,2017.0,1,-25.3
2226,코오롱머티리얼(주),144620,2018.0,1,-12.57
2227,(주)다이나믹디자인,145210,2018.0,1,-4.73
2228,(주)모다,149940,2015.0,0,-5.83
2229,(주)인트로메딕,150840,2016.0,1,-4.46
2230,(주)인트로메딕,150840,2017.0,1,-0.9
2231,(주)인트로메딕,150840,2018.0,1,-1.61
2232,에스비더블유생명과학(주),151910,2016.0,1,-19.13
2233,에스비더블유생명과학(주),151910,2017.0,1,-4.2
2234,에스비더블유생명과학(주),151910,2018.0,1,-0.74
2235,(주)네이블커뮤니케이션즈,153460,2018.0,1,-29.21
2236,우리이앤엘(주),153490,2014.0,1,-0.31
2237,우리이앤엘(주),153490,2015.0,1,0.04
2238,우리이앤엘(주),153490,2016.0,1,-1.74
2239,우리이앤엘(주),153490,2017.0,0,-2.84
2240,(주)솔루에타,154040,2017.0,0,0.58
2241,(주)엘앤케이바이오메드,156100,2018.0,1,-4.4
2242,참존글로벌(주),158310,2015.0,1,-26.74
2243,참존글로벌(주),158310,2016.0,1,-11.2
2244,참존글로벌(주),158310,2017.0,1,-0.26
2245,참존글로벌(주),158310,2018.0,1,-3.35
2246,(주)제로투세븐,159580,2015.0,1,-1.74
2247,(주)제로투세븐,159580,2016.0,1,-24.91
2248,(주)제로투세븐,159580,2017.0,1,-3.04
2249,(주)제로투세븐,159580,2018.0,0,-5.59
2250,(주)스킨앤스킨,159910,2014.0,1,-12.45
2251,(주)스킨앤스킨,159910,2015.0,1,-3.74
2252,(주)스킨앤스킨,159910,2016.0,1,0.29
2253,(주)스킨앤스킨,159910,2017.0,1,-4.57
2254,(주)스킨앤스킨,159910,2018.0,1,-2.83
2255,(주)넥스트엔터테인먼트월드,160550,2018.0,1,-6.46
2256,(주)더 미동,161570,2017.0,1,-29.21
2257,(주)더 미동,161570,2018.0,1,-23.55
2258,코아스템켐온(주),166480,2017.0,1,-29.21
2259,코아스템켐온(주),166480,2018.0,1,-29.21
2260,(주)내츄럴엔도텍,168330,2016.0,1,-29.21
2261,(주)내츄럴엔도텍,168330,2017.0,1,-1.96
2262,(주)내츄럴엔도텍,168330,2018.0,1,-6.1
2263,램테크놀러지(주),171010,2015.0,1,-0.71
2264,램테크놀러지(주),171010,2016.0,0,-1.83
2265,앱클론(주),174900,2018.0,0,-29.21
2266,(주)인포마크,175140,2018.0,1,-0.57
2267,(주)유테크,178780,2017.0,1,-5.45
2268,(주)유테크,178780,2018.0,1,-3.7
2269,디엑스앤브이엑스(주),180400,2017.0,1,-17.41
2270,디엑스앤브이엑스(주),180400,2018.0,1,-2.35
2271,(주)엔케이맥스,182400,2016.0,1,-29.21
2272,(주)엔케이맥스,182400,2017.0,1,-29.21
2273,(주)엔케이맥스,182400,2018.0,1,-29.21
2274,마이크로로봇(주),182690,2017.0,1,-29.21
2275,마이크로로봇(주),182690,2018.0,1,-11.83
2276,(주)엔지켐생명과학,183490,2016.0,1,-29.21
2277,(주)엔지켐생명과학,183490,2017.0,1,-29.1
2278,(주)엔지켐생명과학,183490,2018.0,1,-29.21
2279,아이진(주),185490,2014.0,1,-29.21
2280,아이진(주),185490,2015.0,1,-29.21
2281,아이진(주),185490,2016.0,1,-29.21
2282,아이진(주),185490,2017.0,1,-29.21
2283,아이진(주),185490,2018.0,1,-9.23
2284,(주)나노,187790,2016.0,1,-5.47
2285,(주)나노,187790,2017.0,0,0.96
2286,(주)나무가,190510,2017.0,0,-18.62
2287,(주)와이제이엠게임즈,193250,2018.0,0,-2.6
2288,데브시스터즈(주),194480,2016.0,1,-29.21
2289,데브시스터즈(주),194480,2017.0,1,-29.21
2290,데브시스터즈(주),194480,2018.0,1,-29.21
2291,(주)파티게임즈,194510,2015.0,1,-7.12
2292,(주)파티게임즈,194510,2016.0,1,-11.45
2293,(주)파티게임즈,194510,2017.0,1,-0.62
2294,(주)퓨전,195440,2018.0,1,-6.32
2295,(주)에이비프로바이오,195990,2018.0,1,-1.31
2296,(주)알테오젠,196170,2017.0,1,-29.21
2297,(주)알테오젠,196170,2018.0,1,-29.21
2298,(주)코아시아옵틱스,196450,2016.0,1,-9.95
2299,(주)코아시아옵틱스,196450,2017.0,1,-0.35
2300,(주)코아시아옵틱스,196450,2018.0,0,-2.38
2301,(주)툴젠,199800,2016.0,1,-29.21
2302,(주)툴젠,199800,2017.0,1,-29.21
2303,(주)툴젠,199800,2018.0,1,-29.21
2304,(주)텔콘알에프제약,200230,2016.0,1,-7.56
2305,(주)텔콘알에프제약,200230,2017.0,1,-3.6
2306,(주)텔콘알에프제약,200230,2018.0,0,-1.54
2307,(주)래몽래인,200350,2018.0,0,-7.34
2308,(주)에이팩트,200470,2016.0,0,-10.41
2309,(주)에이디테크놀로지,200710,2017.0,0,-1.02
2310,(주)서연이화,200880,2018.0,0,0.6
2311,에이비온(주),203400,2017.0,1,-29.21
2312,에이비온(주),203400,2018.0,1,-29.21
2313,(주)프로스테믹스,203690,2018.0,1,-29.21
2314,(주)스튜디오산타클로스엔터테인먼트,204630,2017.0,1,-0.74
2315,(주)스튜디오산타클로스엔터테인먼트,204630,2018.0,1,-2.36
2316,지엘팜텍(주),204840,2017.0,1,-29.21
2317,지엘팜텍(주),204840,2018.0,1,-5.74
2318,(주)액션스퀘어,205500,2016.0,1,-29.21
2319,(주)액션스퀘어,205500,2017.0,1,-29.21
2320,(주)액션스퀘어,205500,2018.0,1,-29.21
2321,(주)베노홀딩스,206400,2016.0,1,-29.21
2322,(주)베노홀딩스,206400,2017.0,1,-29.21
2323,(주)베노홀딩스,206400,2018.0,0,-8.56
2324,(주)셀바스헬스케어,208370,2017.0,1,0.29
2325,(주)셀바스헬스케어,208370,2018.0,1,-16.0
2326,(주)썸에이지,208640,2017.0,1,-29.21
2327,(주)썸에이지,208640,2018.0,1,-29.21
2328,(주)엔지스테크널러지,208860,2018.0,1,-0.83
2329,(주)에스엘바이오닉스,214310,2017.0,1,-0.02
2330,(주)에스엘바이오닉스,214310,2018.0,1,-1.5
2331,(주)토니모리,214420,2018.0,1,-2.26
2332,(주)미코바이오메드,214610,2016.0,1,-29.21
2333,(주)미코바이오메드,214610,2017.0,1,-21.29
2334,(주)미코바이오메드,214610,2018.0,1,-13.03
2335,뉴지랩파마(주),214870,2017.0,1,-29.21
2336,뉴지랩파마(주),214870,2018.0,1,-3.41
2337,(주)우정바이오,215380,2018.0,0,-29.21
2338,신라젠(주),215600,2017.0,1,-14.04
2339,신라젠(주),215600,2018.0,1,-29.21
2340,제너셈(주),217190,2017.0,1,-3.06
2341,제너셈(주),217190,2018.0,0,-4.26
2342,(주)넵튠,217270,2017.0,1,-29.21
2343,(주)넵튠,217270,2018.0,1,-29.21
2344,(주)강스템바이오텍,217730,2016.0,1,-18.89
2345,(주)강스템바이오텍,217730,2017.0,1,-8.15
2346,(주)강스템바이오텍,217730,2018.0,1,-12.31
2347,(주)퓨쳐켐,220100,2016.0,1,-5.22
2348,(주)퓨쳐켐,220100,2017.0,1,-29.21
2349,(주)퓨쳐켐,220100,2018.0,1,-3.1
2350,(주)핸디소프트,220180,2018.0,1,-5.78
2351,(주)카이노스메드,220250,2016.0,1,-26.94
2352,(주)카이노스메드,220250,2017.0,1,-20.83
2353,씨아이에스(주),222080,2018.0,0,-21.05
2354,(주)팬젠,222110,2017.0,1,-29.21
2355,(주)팬젠,222110,2018.0,1,-5.89
2356,(주)세토피아,222810,2017.0,1,-10.88
2357,(주)세토피아,222810,2018.0,1,-3.02
2358,커머스마이너 (주),223310,2017.0,1,-5.13
2359,커머스마이너 (주),223310,2018.0,1,-4.22
2360,(주)더코디,224060,2017.0,1,-1.59
2361,(주)더코디,224060,2018.0,1,-15.69
2362,(주)넥슨게임즈,225570,2018.0,1,-29.21
2363,(주)아이엠텍,226350,2018.0,1,-6.35
2364,(주)티씨엠생명과학,228180,2017.0,1,-1.7
2365,(주)지노믹트리,228760,2017.0,1,-29.21
2366,(주)지노믹트리,228760,2018.0,1,-29.21
2367,(주)에이트원,230980,2018.0,1,-0.14
2368,(주)얼라인드제네틱스,238120,2017.0,1,-29.21
2369,(주)얼라인드제네틱스,238120,2018.0,1,-29.21
2370,피씨엘(주),241820,2018.0,1,-29.21
2371,(주)아스타,246720,2018.0,1,-22.95
2372,(주)모비스,250060,2018.0,1,-27.35
