,회사명,거래소코드,회계년도,한계기업여부,이자보상배율(이자비용)
1216,(주)셀루메드,049180,2015.0,1,-2.57
1217,(주)셀루메드,049180,2016.0,1,-7.76
1218,(주)셀루메드,049180,2017.0,1,-0.56
1219,(주)셀루메드,049180,2018.0,1,-7.57
1220,에스지에이(주),049470,2018.0,1,-3.34
1221,(주)잉크테크,049550,2011.0,0,-3.46
1222,(주)잉크테크,049550,2014.0,1,-1.87
1223,(주)잉크테크,049550,2015.0,1,-1.57
1224,(주)잉크테크,049550,2016.0,1,-0.02
1225,(주)잉크테크,049550,2017.0,1,-2.6
1226,(주)잉크테크,049550,2018.0,1,-0.58
1227,재영솔루텍(주),049630,2011.0,1,0.77
1228,재영솔루텍(주),049630,2012.0,1,0.25
1229,재영솔루텍(주),049630,2013.0,0,0.21
1230,재영솔루텍(주),049630,2017.0,1,-8.56
1231,재영솔루텍(주),049630,2018.0,0,0.8
1232,(주)우진플라임,049800,2015.0,0,-2.09
1233,(주)미래컴퍼니,049950,2014.0,0,-26.93
1234,(주)비케이홀딩스,050090,2011.0,1,-0.76
1235,(주)비케이홀딩스,050090,2012.0,1,0.71
1236,(주)비케이홀딩스,050090,2013.0,1,0.88
1237,(주)비케이홀딩스,050090,2014.0,1,0.68
1238,(주)비케이홀딩스,050090,2015.0,1,0.07
1239,(주)비케이홀딩스,050090,2016.0,1,0.72
1240,(주)비케이홀딩스,050090,2017.0,1,-1.49
1241,(주)비케이홀딩스,050090,2018.0,1,-9.06
1242,에스에이치엔엘(주),050320,2012.0,1,-0.94
1243,에스에이치엔엘(주),050320,2013.0,1,-9.52
1244,에스에이치엔엘(주),050320,2014.0,1,-2.89
1245,에스에이치엔엘(주),050320,2015.0,1,-16.97
1246,에스에이치엔엘(주),050320,2016.0,1,-29.21
1247,에스에이치엔엘(주),050320,2017.0,1,-29.21
1248,에스에이치엔엘(주),050320,2018.0,1,-29.21
1249,(주)엠피씨플러스,050540,2015.0,1,-2.0
1250,(주)엠피씨플러스,050540,2016.0,1,0.66
1251,(주)엠피씨플러스,050540,2017.0,1,-3.77
1252,(주)엠피씨플러스,050540,2018.0,1,-7.49
1253,(주)에스폴리텍,050760,2015.0,0,-0.91
1254,(주)지어소프트,051160,2012.0,1,-29.21
1255,(주)지어소프트,051160,2013.0,1,-29.21
1256,(주)지어소프트,051160,2014.0,1,-5.31
1257,(주)지어소프트,051160,2015.0,1,-2.16
1258,(주)지어소프트,051160,2016.0,0,-8.93
1259,(주)썬코어,051170,2012.0,1,0.2
1260,(주)썬코어,051170,2013.0,1,-0.86
1261,(주)썬코어,051170,2014.0,1,-1.41
1262,(주)포스코플랜텍,051310,2012.0,1,0.31
1263,(주)포스코플랜텍,051310,2013.0,1,-3.1
1264,(주)인터플렉스,051370,2014.0,1,-21.86
1265,(주)인터플렉스,051370,2015.0,1,-23.42
1266,(주)인터플렉스,051370,2016.0,0,-13.68
1267,진양화학(주),051630,2018.0,1,-29.21
1268,(주)큐로홀딩스,051780,2011.0,1,-0.57
1269,(주)큐로홀딩스,051780,2012.0,1,-0.31
1270,(주)큐로홀딩스,051780,2013.0,1,0.08
1271,(주)큐로홀딩스,051780,2014.0,1,-0.02
1272,(주)큐로홀딩스,051780,2015.0,1,-0.09
1273,(주)큐로홀딩스,051780,2016.0,1,-13.85
1274,(주)큐로홀딩스,051780,2017.0,1,-6.27
1275,(주)큐로홀딩스,051780,2018.0,1,-0.39
1276,(주)중앙디앤엠,051980,2014.0,1,-16.7
1277,(주)중앙디앤엠,051980,2015.0,1,-17.87
1278,(주)중앙디앤엠,051980,2016.0,1,-2.02
1279,(주)중앙디앤엠,051980,2017.0,1,-1.82
1280,(주)중앙디앤엠,051980,2018.0,1,-7.78
1281,(주)세영디앤씨,052190,2015.0,1,-24.43
1282,(주)세영디앤씨,052190,2016.0,1,-15.74
1283,(주)세영디앤씨,052190,2017.0,1,-0.22
1284,(주)세영디앤씨,052190,2018.0,1,-4.16
1285,(주)트레이스,052290,2012.0,1,0.29
1286,(주)트레이스,052290,2013.0,1,-1.51
1287,(주)트레이스,052290,2014.0,1,-4.05
1288,(주)트레이스,052290,2015.0,1,-4.88
1289,(주)초록뱀컴퍼니,052300,2011.0,1,-29.21
1290,(주)초록뱀컴퍼니,052300,2012.0,0,-4.04
1291,(주)초록뱀컴퍼니,052300,2015.0,1,-14.0
1292,(주)초록뱀컴퍼니,052300,2016.0,1,0.5
1293,(주)초록뱀컴퍼니,052300,2017.0,1,0.68
1294,(주)초록뱀컴퍼니,052300,2018.0,1,-1.74
1295,코나아이(주),052400,2017.0,1,-7.91
1296,코나아이(주),052400,2018.0,1,-22.97
1297,오성첨단소재(주),052420,2012.0,1,-2.23
1298,오성첨단소재(주),052420,2013.0,1,-1.04
1299,오성첨단소재(주),052420,2014.0,1,-2.34
1300,오성첨단소재(주),052420,2015.0,1,0.29
1301,오성첨단소재(주),052420,2016.0,1,-0.78
1302,오성첨단소재(주),052420,2017.0,1,0.53
1303,오성첨단소재(주),052420,2018.0,0,0.5
1304,(주)아이톡시,052770,2012.0,0,0.27
1305,(주)아이톡시,052770,2017.0,1,-19.36
1306,(주)아이톡시,052770,2018.0,1,-21.12
1307,(주)아이앤씨테크놀로지,052860,2013.0,1,-29.21
1308,(주)아이앤씨테크놀로지,052860,2014.0,1,-29.21
1309,(주)아이앤씨테크놀로지,052860,2015.0,0,-24.48
1310,(주)케이엑스하이텍,052900,2012.0,1,-4.14
1311,(주)케이엑스하이텍,052900,2013.0,0,0.27
1312,(주)바이넥스,053030,2013.0,0,-3.9
1313,(주)바이넥스,053030,2017.0,0,-3.9
1314,(주)세동,053060,2011.0,1,0.6
1315,(주)세동,053060,2012.0,1,0.96
1316,(주)세동,053060,2013.0,1,0.82
1317,(주)세동,053060,2014.0,1,-0.82
1318,(주)세동,053060,2015.0,1,-1.34
1319,(주)세동,053060,2016.0,1,-1.69
1320,(주)세동,053060,2017.0,1,-2.32
1321,(주)세동,053060,2018.0,1,-0.88
1322,(주)소리바다,053110,2013.0,1,-5.54
1323,(주)소리바다,053110,2014.0,1,-20.06
1324,(주)소리바다,053110,2015.0,1,-29.21
1325,(주)소리바다,053110,2016.0,1,-1.1
1326,(주)소리바다,053110,2017.0,1,-3.14
1327,(주)소리바다,053110,2018.0,1,-4.09
1328,예스이십사(주),053280,2018.0,0,-2.73
1329,(주)영진코퍼레이션,053330,2012.0,1,-5.06
1330,(주)한국테크놀로지,053590,2012.0,1,-29.21
1331,(주)한국테크놀로지,053590,2013.0,0,-29.21
1332,(주)한국테크놀로지,053590,2016.0,1,-7.07
1333,(주)한국테크놀로지,053590,2017.0,1,-4.04
1334,(주)한국테크놀로지,053590,2018.0,1,0.27
1335,현진소재(주),053660,2013.0,1,-1.12
1336,현진소재(주),053660,2014.0,1,-3.62
1337,현진소재(주),053660,2015.0,1,-1.71
1338,현진소재(주),053660,2016.0,1,0.87
1339,현진소재(주),053660,2017.0,1,-0.77
1340,현진소재(주),053660,2018.0,1,-2.42
1341,(주)아이팩토리,053810,2012.0,1,-1.42
1342,(주)아이팩토리,053810,2013.0,1,-0.24
1343,(주)지티앤티,053870,2012.0,1,-3.47
1344,경남제약(주),053950,2011.0,0,0.66
1345,(주)삼진엘앤디,054090,2017.0,0,-2.36
1346,(주)이랜텍,054210,2018.0,0,0.16
1347,(주)팬스타엔터프라이즈,054300,2011.0,0,-2.15
1348,(주)팬스타엔터프라이즈,054300,2014.0,1,0.45
1349,(주)팬스타엔터프라이즈,054300,2015.0,1,-0.28
1350,(주)팬스타엔터프라이즈,054300,2016.0,0,-2.33
1351,(주)피앤텔,054340,2012.0,1,-29.21
1352,(주)피앤텔,054340,2013.0,1,-14.41
1353,(주)피앤텔,054340,2014.0,1,-15.86
1354,(주)피앤텔,054340,2015.0,1,-29.21
1355,(주)피앤텔,054340,2016.0,1,-17.67
1356,(주)피앤텔,054340,2017.0,1,-29.21
1357,(주)텔레칩스,054450,2012.0,1,-29.21
1358,(주)텔레칩스,054450,2013.0,0,-29.21
1359,삼영엠텍(주),054540,2018.0,0,0.93
1360,에이피에스홀딩스(주),054620,2018.0,1,-4.41
1361,(주)에이디칩스,054630,2013.0,1,-10.77
1362,(주)에이디칩스,054630,2014.0,1,-13.91
1363,(주)에이디칩스,054630,2015.0,0,-8.72
1364,(주)한컴위드,054920,2014.0,1,0.03
1365,(주)한컴위드,054920,2015.0,1,-0.61
1366,(주)한컴위드,054920,2016.0,1,0.41
1367,(주)한컴위드,054920,2017.0,1,0.09
1368,(주)한컴위드,054920,2018.0,1,0.28
1369,(주)유신,054930,2012.0,0,-1.9
1370,(주)유신,054930,2015.0,0,0.46
1371,(주)코원플레이,056000,2012.0,1,-8.01
1372,(주)코원플레이,056000,2013.0,1,-5.27
1373,(주)코원플레이,056000,2014.0,1,-1.28
1374,(주)코원플레이,056000,2015.0,1,-10.64
1375,(주)코원플레이,056000,2016.0,1,-8.25
1376,(주)코원플레이,056000,2017.0,1,0.92
1377,(주)코원플레이,056000,2018.0,1,-29.21
1378,(주)유진로봇,056080,2013.0,1,-3.39
1379,(주)유진로봇,056080,2014.0,0,0.58
1380,(주)유진로봇,056080,2017.0,1,-4.22
1381,(주)유진로봇,056080,2018.0,1,-3.74
1382,이노시스(주),056090,2016.0,1,-15.69
1383,이노시스(주),056090,2017.0,1,-29.21
1384,이노시스(주),056090,2018.0,1,-3.34
1385,신화인터텍(주),056700,2011.0,0,0.62
1386,씨앤티85(주),056730,2013.0,1,-5.89
1387,씨앤티85(주),056730,2014.0,0,-2.04
1388,씨앤티85(주),056730,2017.0,1,0.06
1389,씨앤티85(주),056730,2018.0,1,-2.23
1390,(주)와이비엠넷,057030,2016.0,0,-6.77
1391,에스케이씨솔믹스(주),057500,2012.0,1,-2.38
1392,에스케이씨솔믹스(주),057500,2013.0,1,-1.66
1393,에스케이씨솔믹스(주),057500,2014.0,1,0.33
1394,에스케이씨솔믹스(주),057500,2015.0,0,0.41
1395,옴니시스템(주),057540,2011.0,1,-4.11
1396,옴니시스템(주),057540,2012.0,1,-5.93
1397,옴니시스템(주),057540,2013.0,0,0.2
1398,(주)티사이언티픽,057680,2011.0,1,-3.97
1399,(주)티사이언티픽,057680,2012.0,1,-22.79
1400,(주)티사이언티픽,057680,2013.0,0,-16.43
1401,(주)티사이언티픽,057680,2016.0,1,-11.03
1402,(주)티사이언티픽,057680,2017.0,1,-2.04
1403,(주)티사이언티픽,057680,2018.0,0,-0.68
1404,(주)피에이치씨,057880,2011.0,1,0.62
1405,(주)피에이치씨,057880,2012.0,1,-7.85
1406,(주)피에이치씨,057880,2013.0,1,-6.39
1407,(주)피에이치씨,057880,2014.0,1,-29.21
1408,(주)피에이치씨,057880,2015.0,1,-17.96
1409,(주)피에이치씨,057880,2016.0,1,-7.09
1410,(주)피에이치씨,057880,2017.0,1,-9.29
1411,(주)피에이치씨,057880,2018.0,1,-2.78
1412,(주)멕아이씨에스,058110,2016.0,1,-3.55
1413,(주)멕아이씨에스,058110,2017.0,1,-1.78
1414,(주)멕아이씨에스,058110,2018.0,1,-1.94
1415,(주)아리온테크놀로지,058220,2017.0,1,-7.79
1416,(주)아리온테크놀로지,058220,2018.0,1,-1.41
1417,(주)비엔씨컴퍼니,058370,2013.0,1,-4.45
1418,(주)비엔씨컴퍼니,058370,2014.0,1,-6.8
1419,(주)제이웨이,058420,2011.0,1,-29.21
1420,(주)제이웨이,058420,2012.0,1,-16.6
1421,(주)제이웨이,058420,2013.0,1,-18.05
1422,(주)제이웨이,058420,2014.0,0,-29.21
1423,(주)제이웨이,058420,2017.0,1,-29.21
1424,(주)제이웨이,058420,2018.0,1,-3.1
1425,포스코스틸리온(주),058430,2012.0,1,-0.29
1426,포스코스틸리온(주),058430,2013.0,0,0.62
1427,(주)일야,058450,2012.0,0,-17.29
1428,(주)일야,058450,2018.0,1,-16.53
1429,파나케이아(주),058530,2015.0,0,0.6
1430,파나케이아(주),058530,2018.0,1,-2.2
1431,(주)엠게임,058630,2011.0,1,-0.15
1432,(주)엠게임,058630,2012.0,1,0.19
1433,(주)엠게임,058630,2013.0,0,-7.06
1434,(주)CMG제약,058820,2013.0,0,0.7
1435,(주)미코,059090,2014.0,0,0.9
1436,(주)아이컴포넌트,059100,2013.0,1,-1.0
1437,(주)아이컴포넌트,059100,2014.0,0,-0.64
1438,(주)아이컴포넌트,059100,2018.0,1,-5.44
1439,인선이엔티(주),060150,2012.0,1,-0.48
1440,인선이엔티(주),060150,2013.0,1,0.04
1441,인선이엔티(주),060150,2014.0,0,-0.09
1442,소니드(주),060230,2011.0,1,-2.06
1443,소니드(주),060230,2012.0,0,0.69
1444,소니드(주),060230,2015.0,1,-0.48
1445,소니드(주),060230,2016.0,1,0.11
1446,소니드(주),060230,2017.0,1,-0.95
1447,소니드(주),060230,2018.0,0,-0.36
1448,(주)룽투코리아,060240,2011.0,0,-18.61
1449,(주)룽투코리아,060240,2014.0,1,-9.97
1450,(주)룽투코리아,060240,2015.0,0,-9.38
1451,(주)뉴보텍,060260,2011.0,0,-4.5
1452,(주)뉴보텍,060260,2018.0,0,0.82
1453,큐렉소(주),060280,2011.0,1,-4.24
1454,큐렉소(주),060280,2012.0,1,-5.02
1455,큐렉소(주),060280,2013.0,1,-29.21
1456,큐렉소(주),060280,2014.0,1,-25.91
1457,큐렉소(주),060280,2015.0,1,-29.21
1458,큐렉소(주),060280,2016.0,0,-29.21
1459,(주)레드로버,060300,2018.0,1,-29.21
1460,(주)홈센타홀딩스,060560,2017.0,1,0.39
1461,(주)홈센타홀딩스,060560,2018.0,1,-1.14
1462,(주)드림어스컴퍼니,060570,2011.0,1,-29.21
1463,(주)드림어스컴퍼니,060570,2012.0,1,-19.73
1464,(주)드림어스컴퍼니,060570,2013.0,0,-29.21
1465,(주)드림어스컴퍼니,060570,2016.0,1,-24.34
1466,(주)드림어스컴퍼니,060570,2017.0,1,-19.57
1467,(주)드림어스컴퍼니,060570,2018.0,1,-7.4
1468,(주)씨티씨바이오,060590,2017.0,1,-4.7
1469,(주)씨티씨바이오,060590,2018.0,1,-1.54
1470,(주)케이에이치바텍,060720,2017.0,1,-9.95
1471,(주)케이에이치바텍,060720,2018.0,0,-5.86
1472,대한그린파워(주),060900,2013.0,1,-0.56
1473,대한그린파워(주),060900,2014.0,1,-2.07
1474,대한그린파워(주),060900,2015.0,1,-4.35
1475,대한그린파워(주),060900,2016.0,1,0.85
1476,대한그린파워(주),060900,2017.0,1,-6.52
1477,대한그린파워(주),060900,2018.0,1,-5.96
1478,(주)프리젠,060910,2012.0,1,-0.84
1479,(주)프리젠,060910,2013.0,1,0.95
1480,(주)한진피앤씨,061460,2012.0,1,0.47
1481,(주)한진피앤씨,061460,2013.0,1,-0.73
1482,(주)한진피앤씨,061460,2014.0,0,0.8
1483,엘비세미콘(주),061970,2014.0,0,-0.35
1484,(주)티엘아이,062860,2017.0,1,-29.21
1485,(주)티엘아이,062860,2018.0,0,-29.21
1486,(주)컴투스홀딩스,063080,2018.0,1,-9.06
1487,(주)서울옥션,063170,2011.0,0,-6.08
1488,(주)에스엠라이프디자인그룹,063440,2013.0,1,-5.41
1489,(주)에스엠라이프디자인그룹,063440,2014.0,1,-6.31
1490,(주)에스엠라이프디자인그룹,063440,2015.0,1,-26.08
1491,(주)에스엠라이프디자인그룹,063440,2016.0,0,-23.13
1492,(주)에프앤리퍼블릭,064090,2011.0,1,-1.37
1493,(주)에프앤리퍼블릭,064090,2012.0,1,-1.51
1494,(주)에프앤리퍼블릭,064090,2013.0,0,-0.69
1495,(주)에프앤리퍼블릭,064090,2016.0,0,-8.3
1496,(주)홈캐스트,064240,2013.0,0,-17.31
1497,(주)홈캐스트,064240,2018.0,1,-9.39
1498,(주)다날,064260,2012.0,1,-0.31
1499,(주)다날,064260,2013.0,0,0.79
1500,(주)인텍플러스,064290,2014.0,1,-5.46
1501,(주)인텍플러스,064290,2015.0,1,0.96
1502,(주)인텍플러스,064290,2016.0,1,-15.21
1503,(주)인텍플러스,064290,2017.0,1,0.12
1504,(주)인텍플러스,064290,2018.0,0,-29.21
1505,현대로템(주),064350,2015.0,0,-3.17
1506,현대로템(주),064350,2018.0,1,-4.17
1507,(주)테크엘,064520,2018.0,1,-11.34
1508,(주)바이오니아,064550,2011.0,1,-3.43
1509,(주)바이오니아,064550,2012.0,1,-2.45
1510,(주)바이오니아,064550,2013.0,1,-1.5
1511,(주)바이오니아,064550,2014.0,1,-3.26
1512,(주)바이오니아,064550,2015.0,1,-1.6
1513,(주)바이오니아,064550,2016.0,1,-6.55
1514,(주)바이오니아,064550,2017.0,1,-5.88
1515,(주)바이오니아,064550,2018.0,1,-15.68
1516,(주)젬백스링크,064800,2013.0,0,-29.21
1517,(주)젬백스링크,064800,2016.0,0,-2.26
1518,(주)케이프,064820,2013.0,1,-1.26
1519,(주)케이프,064820,2014.0,1,-1.53
1520,(주)케이프,064820,2015.0,0,-1.7
1521,(주)지엔코,065060,2016.0,0,0.51
1522,(주)엠피대산,065150,2016.0,1,0.45
1523,(주)엠피대산,065150,2017.0,1,-0.09
1524,(주)엠피대산,065150,2018.0,1,-0.47
1525,(주)에프티이앤이,065160,2012.0,1,-1.03
1526,(주)에프티이앤이,065160,2013.0,1,0.08
1527,(주)에프티이앤이,065160,2014.0,1,-0.76
1528,(주)에프티이앤이,065160,2015.0,1,-6.03
1529,(주)에프티이앤이,065160,2016.0,1,0.21
1530,(주)해피드림,065180,2012.0,1,-29.21
1531,(주)이루온,065440,2017.0,0,-0.53
1532,(주)빅텍,065450,2012.0,0,-29.21
1533,(주)빅텍,065450,2017.0,0,-14.88
1534,(주)오리엔트정공,065500,2011.0,1,-4.65
1535,(주)오리엔트정공,065500,2012.0,1,0.77
1536,(주)오리엔트정공,065500,2013.0,0,0.82
1537,(주)오리엔트정공,065500,2017.0,1,0.8
1538,(주)오리엔트정공,065500,2018.0,1,-3.71
1539,(주)녹원씨엔아이,065560,2013.0,1,-10.45
1540,(주)녹원씨엔아이,065560,2014.0,0,-6.5
1541,(주)제낙스,065620,2012.0,1,-1.32
1542,(주)제낙스,065620,2013.0,1,-4.18
1543,(주)제낙스,065620,2014.0,1,-3.71
1544,(주)제낙스,065620,2015.0,1,-0.23
1545,(주)제낙스,065620,2016.0,1,-2.72
1546,(주)제낙스,065620,2017.0,1,-3.14
1547,(주)제낙스,065620,2018.0,1,-6.31
1548,(주)메디프론디비티,065650,2013.0,1,-29.21
1549,(주)메디프론디비티,065650,2014.0,1,-29.21
1550,(주)메디프론디비티,065650,2015.0,1,0.81
1551,(주)메디프론디비티,065650,2016.0,0,-2.56
1552,(주)씨에스,065770,2012.0,1,-0.25
1553,(주)씨에스,065770,2013.0,1,-4.59
1554,(주)씨에스,065770,2014.0,1,0.68
1555,(주)씨에스,065770,2015.0,1,-4.15
1556,(주)씨에스,065770,2016.0,0,-0.18
1557,(주)바이오빌,065940,2012.0,1,-0.77
1558,(주)바이오빌,065940,2013.0,1,-1.77
1559,(주)바이오빌,065940,2014.0,1,-0.84
1560,(주)바이오빌,065940,2015.0,1,-2.13
1561,(주)바이오빌,065940,2016.0,1,-2.0
1562,(주)바이오빌,065940,2017.0,1,-2.33
1563,(주)한프,066110,2012.0,1,-1.28
1564,(주)한프,066110,2013.0,1,-5.42
1565,(주)한프,066110,2014.0,1,-5.01
1566,(주)한프,066110,2015.0,1,-0.17
1567,(주)한프,066110,2016.0,1,-2.86
1568,(주)한프,066110,2017.0,1,-1.5
1569,(주)한프,066110,2018.0,1,-2.36
1570,(주)하츠,066130,2013.0,0,-9.26
1571,에스케이커뮤니케이션즈(주),066270,2013.0,1,-29.21
1572,엘지전자(주),066570,2011.0,0,0.88
1573,(주)테라젠이텍스,066700,2012.0,0,-5.31
1574,(주)테라젠이텍스,066700,2018.0,0,-3.14
1575,(주)씨씨에스충북방송,066790,2011.0,1,0.71
1576,(주)씨씨에스충북방송,066790,2012.0,1,0.37
1577,(주)씨씨에스충북방송,066790,2013.0,1,-0.96
1578,(주)씨씨에스충북방송,066790,2014.0,1,-6.2
1579,(주)씨씨에스충북방송,066790,2015.0,1,-0.82
1580,(주)씨씨에스충북방송,066790,2016.0,1,-1.7
1581,(주)씨씨에스충북방송,066790,2017.0,1,-2.14
1582,(주)씨씨에스충북방송,066790,2018.0,0,-10.49
1583,(주)손오공,066910,2013.0,1,-5.71
1584,(주)손오공,066910,2014.0,0,-3.04
1585,(주)엘앤에프,066970,2013.0,1,-0.88
1586,(주)엘앤에프,066970,2014.0,1,0.27
1587,(주)엘앤에프,066970,2015.0,0,-0.6
1588,(주)이엔코퍼레이션,066980,2012.0,1,-4.25
1589,(주)이엔코퍼레이션,066980,2013.0,1,0.61
1590,(주)이엔코퍼레이션,066980,2014.0,1,-5.96
1591,(주)이엔코퍼레이션,066980,2015.0,0,-5.22
1592,(주)조이시티,067000,2018.0,0,-29.21
1593,제이더블유신약(주),067290,2013.0,1,0.81
1594,제이더블유신약(주),067290,2014.0,0,0.99
1595,제이더블유신약(주),067290,2018.0,1,0.41
1596,하나마이크론(주),067310,2013.0,0,-0.6
1597,선바이오(주),067370,2017.0,0,-29.21
1598,에이치엘비생명과학(주),067630,2012.0,1,-2.06
1599,에이치엘비생명과학(주),067630,2013.0,0,-2.58
1600,에이치엘비생명과학(주),067630,2016.0,1,-1.46
1601,에이치엘비생명과학(주),067630,2017.0,1,0.64
1602,에이치엘비생명과학(주),067630,2018.0,1,-0.9
1603,(주)세진티에스,067770,2013.0,0,-29.21
1604,(주)세진티에스,067770,2016.0,1,-29.21
1605,(주)세진티에스,067770,2017.0,1,-29.21
1606,(주)세진티에스,067770,2018.0,1,-29.21
1607,(주)이글루코퍼레이션,067920,2014.0,1,-29.21
1608,(주)이글루코퍼레이션,067920,2015.0,0,-29.21
1609,도이치모터스(주),067990,2014.0,0,-0.12
1610,(주)팬엔터테인먼트,068050,2014.0,1,0.67
1611,(주)팬엔터테인먼트,068050,2015.0,0,-6.42
1612,(주)팬엔터테인먼트,068050,2018.0,0,-2.47
1613,(주)케이엔씨글로벌,068150,2012.0,1,0.54
1614,(주)케이엔씨글로벌,068150,2013.0,1,0.97
1615,(주)셀트리온제약,068760,2016.0,0,-1.77
1616,(주)디엠에스,068790,2012.0,1,-1.23
1617,(주)디엠에스,068790,2013.0,1,-0.23
1618,(주)디엠에스,068790,2014.0,0,-1.19
1619,(주)셀피글로벌,068940,2015.0,1,0.59
1620,(주)셀피글로벌,068940,2016.0,1,0.76
1621,(주)셀피글로벌,068940,2017.0,1,-25.4
1622,(주)셀피글로벌,068940,2018.0,1,-7.34
1623,(주)코스온,069110,2013.0,0,-0.37
1624,(주)누리플랜,069140,2013.0,1,-3.78
1625,(주)누리플랜,069140,2014.0,0,-7.07
1626,(주)유아이디,069330,2016.0,1,-1.52
1627,(주)유아이디,069330,2017.0,1,-7.53
1628,(주)유아이디,069330,2018.0,1,-4.84
1629,(주)대호에이엘,069460,2013.0,1,0.34
1630,(주)대호에이엘,069460,2014.0,0,-0.46
1631,(주)대호에이엘,069460,2017.0,1,0.83
1632,(주)대호에이엘,069460,2018.0,1,0.9
1633,(주)라이트론,069540,2018.0,0,-0.64
1634,(주)아이에스이커머스,069920,2012.0,1,-6.45
1635,(주)아이에스이커머스,069920,2013.0,1,-3.27
1636,(주)아이에스이커머스,069920,2014.0,1,0.23
1637,(주)아이에스이커머스,069920,2015.0,1,-6.36
1638,(주)아이에스이커머스,069920,2016.0,1,-0.57
1639,(주)아이에스이커머스,069920,2017.0,1,-7.34
1640,(주)아이에스이커머스,069920,2018.0,1,-9.41
1641,엑스큐어(주),070300,2017.0,1,-29.21
1642,엑스큐어(주),070300,2018.0,0,-29.21
1643,(주)하이스틸,071090,2014.0,1,0.93
1644,(주)하이스틸,071090,2015.0,0,-3.18
1645,(주)인피니트헬스케어,071200,2012.0,0,-5.34
1646,에이테크솔루션(주),071670,2013.0,0,-0.24
1647,에이테크솔루션(주),071670,2018.0,0,0.75
1648,(주)코아스,071950,2016.0,1,-2.31
1649,(주)코아스,071950,2017.0,1,0.44
1650,(주)코아스,071950,2018.0,0,0.81
1651,STX중공업(주),071970,2014.0,1,-0.73
1652,STX중공업(주),071970,2015.0,1,0.16
1653,STX중공업(주),071970,2016.0,0,-1.98
1654,유엔젤(주),072130,2017.0,0,-5.78
1655,(주)제넨바이오,072520,2014.0,1,-19.09
1656,(주)제넨바이오,072520,2015.0,1,-8.24
1657,(주)제넨바이오,072520,2016.0,0,-3.11
1658,(주)율호,072770,2018.0,0,-6.93
1659,메가스터디(주),072870,2017.0,0,-29.21
1660,(주)케이에스피,073010,2014.0,1,-0.67
1661,(주)케이에스피,073010,2015.0,1,-1.12
1662,(주)케이에스피,073010,2016.0,1,-16.1
1663,(주)케이에스피,073010,2017.0,1,-2.85
1664,(주)케이에스피,073010,2018.0,0,-1.76
1665,(주)듀오백,073190,2015.0,1,-29.21
1666,(주)듀오백,073190,2016.0,0,-29.21
1667,금호타이어(주),073240,2018.0,1,-0.86
1668,(주)이노와이어리스,073490,2015.0,1,-23.11
1669,(주)이노와이어리스,073490,2016.0,0,-29.21
1670,(주)에프알텍,073540,2016.0,1,-29.21
1671,(주)에프알텍,073540,2017.0,1,-18.89
1672,(주)에프알텍,073540,2018.0,1,-7.01
1673,(주)어반리튬,073570,2012.0,1,-4.74
1674,(주)어반리튬,073570,2013.0,1,-1.94
1675,(주)어반리튬,073570,2014.0,1,-0.44
1676,(주)어반리튬,073570,2015.0,1,0.18
1677,(주)어반리튬,073570,2016.0,1,-4.46
1678,(주)어반리튬,073570,2017.0,1,-4.07
1679,(주)어반리튬,073570,2018.0,1,-4.63
1680,테라사이언스(주),073640,2013.0,1,-1.28
1681,테라사이언스(주),073640,2014.0,1,-1.61
1682,테라사이언스(주),073640,2015.0,1,-3.69
1683,테라사이언스(주),073640,2016.0,1,-2.47
1684,테라사이언스(주),073640,2017.0,1,-0.07
1685,테라사이언스(주),073640,2018.0,1,0.2
1686,(주)아미노로직스,074430,2011.0,1,-10.38
1687,(주)아미노로직스,074430,2012.0,1,-7.14
1688,(주)아미노로직스,074430,2013.0,1,-9.36
1689,(주)아미노로직스,074430,2014.0,0,-27.93
1690,(주)이엔플러스,074610,2011.0,1,-5.61
1691,(주)이엔플러스,074610,2012.0,0,-6.38
1692,(주)이엔플러스,074610,2018.0,1,-3.07
1693,(주)웰크론한텍,076080,2017.0,0,0.73
1694,해성옵틱스(주),076610,2018.0,1,-1.46
1695,(주)한컴지엠디,077280,2013.0,0,-2.01
1696,(주)한컴지엠디,077280,2016.0,0,-0.55
1697,STX엔진(주),077970,2013.0,1,-0.8
1698,STX엔진(주),077970,2014.0,1,0.24
1699,STX엔진(주),077970,2015.0,1,0.23
1700,STX엔진(주),077970,2016.0,1,0.2
1701,STX엔진(주),077970,2017.0,0,0.53
1702,국일제지(주),078130,2012.0,1,0.27
1703,국일제지(주),078130,2013.0,1,0.57
1704,국일제지(주),078130,2014.0,1,-0.28
1705,국일제지(주),078130,2015.0,1,0.72
1706,국일제지(주),078130,2016.0,1,0.07
1707,국일제지(주),078130,2017.0,1,0.2
1708,국일제지(주),078130,2018.0,1,0.2
1709,메디포스트(주),078160,2013.0,1,-7.44
1710,메디포스트(주),078160,2014.0,1,-2.9
1711,메디포스트(주),078160,2015.0,1,-0.17
1712,메디포스트(주),078160,2016.0,1,-22.38
1713,메디포스트(주),078160,2017.0,1,-9.26
1714,메디포스트(주),078160,2018.0,1,-18.17
1715,한양디지텍(주),078350,2012.0,0,-2.62
1716,대주전자재료(주),078600,2014.0,1,0.23
1717,대주전자재료(주),078600,2015.0,0,-1.81
1718,지나인제약(주),078650,2015.0,1,-1.24
