,거래소코드,회계년도,시가총액
6080,004700,2014,890984492000
6081,168330,2014,880674267600
6082,053210,2014,877533076100
6083,093050,2014,874276000000
6084,016420,2014,869705209960
6085,004000,2014,843660000000
6086,018670,2014,843332248000
6087,008930,2014,842874425550
6088,003670,2014,827570700000
6089,031430,2014,813960000000
6090,022100,2014,805784063700
6091,020000,2014,801706500000
6092,002270,2014,794272880000
6093,063080,2014,787250783200
6094,069620,2014,778617840000
6095,175330,2014,770409037230
6096,000070,2014,768215108700
6097,037560,2014,754332465100
6098,060980,2014,750787024500
6099,084990,2014,748228117900
6100,002990,2014,747598871700
6101,108790,2014,747483817950
6102,005180,2014,742783571400
6103,003470,2014,725993261500
6104,017390,2014,715000000000
6105,024720,2014,708131376000
6106,170900,2014,706267531200
6107,025540,2014,703012500000
6108,041510,2014,702040976000
6109,103140,2014,702008163900
6110,015750,2014,702000000000
6111,029530,2014,683425966200
6112,060720,2014,671200000000
6113,011760,2014,669894060000
6114,122870,2014,665263216800
6115,079430,2014,654216535000
6116,071320,2014,650725412800
6117,002320,2014,649026355200
6118,058650,2014,648000000000
6119,085660,2014,642579648000
6120,091700,2014,636337817500
6121,112040,2014,635040000000
6122,002240,2014,633750000000
6123,115390,2014,627000000000
6124,185750,2014,614410965000
6125,084110,2014,613606724400
6126,084690,2014,608370638400
6127,064960,2014,604942212000
6128,068870,2014,601744737000
6129,019680,2014,596308064000
6130,005850,2014,589252566000
6131,008000,2014,586502715150
6132,058470,2014,583782771000
6133,006730,2014,582801965400
6134,014820,2014,579113273700
6135,034310,2014,577705075000
6136,008490,2014,577298738700
6137,098460,2014,575080102800
6138,099190,2014,574165135900
6139,051905,2014,572167432500
6140,005880,2014,571336927200
6141,004690,2014,563648475000
6142,101060,2014,560284240950
6143,028670,2014,558872792500
6144,123420,2014,554766013600
6145,003000,2014,553526795800
6146,004490,2014,553000000000
6147,035080,2014,552000000000
6148,011160,2014,551852310000
6149,096530,2014,550629829050
6150,009290,2014,550418935500
6151,000640,2014,544513306500
6152,036490,2014,540040857600
6153,023590,2014,536156073150
6154,034120,2014,534800652600
6155,000815,2014,534660000000
6156,001720,2014,530322390500
6157,036830,2014,528933407500
6158,002960,2014,528450000000
6159,003090,2014,525022079400
6160,001230,2014,520510339400
6161,194480,2014,515700000000
6162,048260,2014,506301300000
6163,051500,2014,500821180000
6164,005990,2014,499150000000
6165,000050,2014,498957914000
6166,095660,2014,498566432000
6167,036580,2014,495827230500
6168,192530,2014,494173628910
6169,016450,2014,494000000000
6170,037710,2014,491200000000
6171,049960,2014,489740000000
6172,072710,2014,482330160000
6173,003540,2014,481839566000
6174,126560,2014,478504390600
6175,003030,2014,476400000000
6176,017940,2014,474026000000
6177,003457,2014,468286085900
6178,192440,2014,468092133900
6179,030520,2014,466260662200
6180,004150,2014,464600605500
6181,066575,2014,463162484400
6182,035600,2014,460954015900
6183,006650,2014,460850000000
6184,003920,2014,460080000000
6185,000480,2014,460000000000
6186,112610,2014,457207161750
6187,027390,2014,457200000000
6188,041960,2014,454957008000
6189,097230,2014,454672226925
6190,007340,2014,454372433000
6191,060250,2014,451695060600
6192,041140,2014,451009855500
6193,025860,2014,450587106010
6194,021960,2014,445961656000
6195,024660,2014,444894378100
6196,005720,2014,442657479000
6197,082740,2014,441325000000
6198,014680,2014,439947845250
6199,013030,2014,438346070400
6200,008060,2014,438190774000
6201,044820,2014,436018013400
6202,041830,2014,431039133000
6203,016100,2014,427857480450
6204,016580,2014,427801610000
6205,950100,2014,427338000000
6206,017810,2014,422809545000
6207,009680,2014,422400000000
6208,007570,2014,422328041600
6209,082270,2014,417902878000
6210,000370,2014,416945314425
6211,012700,2014,414613065000
6212,078020,2014,412908138000
6213,003200,2014,412800000000
6214,031440,2014,412419120000
6215,042700,2014,412012024200
6216,108320,2014,406607500000
6217,052400,2014,404286195100
6218,183190,2014,400440793500
6219,900050,2014,398190472650
6220,014620,2014,394680000000
6221,002810,2014,393552289700
6222,043150,2014,388438794400
6223,012320,2014,386812800000
6224,079980,2014,386400000000
6225,015350,2014,384450000000
6226,007210,2014,380508000000
6227,054950,2014,380487570800
6228,052790,2014,378928985500
6229,014830,2014,378641467500
6230,145990,2014,378629392300
6231,043370,2014,378000000000
6232,000230,2014,377274378250
6233,094840,2014,374827600000
6234,009410,2014,374742000000
6235,000430,2014,372000000000
6236,200880,2014,371641008750
6237,033660,2014,370595531600
6238,009450,2014,369445790000
6239,014470,2014,364405184000
6240,001725,2014,363268794500
6241,016800,2014,361675000000
6242,068400,2014,360984690000
6243,053800,2014,360498780000
6244,094800,2014,360197204280
6245,092040,2014,357965920000
6246,023890,2014,353647500000
6247,095700,2014,351248872800
6248,084370,2014,350861107900
6249,036710,2014,348132054400
6250,032350,2014,343360166400
6251,100120,2014,343063969500
6252,900120,2014,340561917200
6253,072870,2014,337957551100
6254,005810,2014,335736905950
6255,004970,2014,335200000000
6256,015860,2014,333588985080
6257,038060,2014,333301327200
6258,000390,2014,332640000000
6259,000320,2014,331285136100
6260,102940,2014,330195421500
6261,004360,2014,329280000000
6262,077360,2014,327724925500
6263,011040,2014,325237500000
6264,038500,2014,324755448325
6265,002030,2014,324271552000
6266,078160,2014,323551689900
6267,003120,2014,321860000000
6268,002620,2014,321502500000
6269,054050,2014,321035000000
6270,000680,2014,317531910760
6271,115160,2014,316973274450
6272,092230,2014,315581056200
6273,000860,2014,313950000000
6274,031390,2014,312281571300
6275,046140,2014,311221547500
6276,025770,2014,310501944000
6277,003530,2014,310499799975
6278,002795,2014,309945337000
6279,003850,2014,308637000000
6280,950130,2014,306388200000
6281,086450,2014,306329400000
6282,084870,2014,305552398350
6283,004710,2014,305292526500
6284,018310,2014,305270000000
6285,080160,2014,304920000000
6286,052260,2014,304500000000
6287,067280,2014,303451084800
6288,005090,2014,302915683200
6289,025900,2014,301760255400
6290,044490,2014,301545108800
6291,095340,2014,300117745200
6292,900180,2014,299543427925
6293,031980,2014,298845178800
6294,060590,2014,297969774300
6295,001500,2014,297771676650
6296,005500,2014,297460000000
6297,078520,2014,297148488200
6298,023160,2014,296125000000
6299,016250,2014,295960000000
6300,103590,2014,295159904400
6301,086980,2014,293594000000
6302,014280,2014,292814629200
6303,036530,2014,292499090800
6304,900040,2014,290500000000
6305,005389,2014,289960983000
6306,030610,2014,289800000000
6307,002450,2014,289750980295
6308,066270,2014,288793074500
6309,036190,2014,288300000000
6310,030190,2014,287181098600
6311,008730,2014,286440000000
6312,140410,2014,285753600000
6313,003800,2014,285456600000
6314,025000,2014,284108000000
6315,007810,2014,283449012000
6316,000140,2014,283122533000
6317,001510,2014,282663461993
6318,065150,2014,281653335900
6319,104830,2014,280941600000
6320,020150,2014,279888000000
6321,005740,2014,279232798000
6322,003570,2014,276673700280
6323,067160,2014,276029692250
6324,012510,2014,275956110000
6325,026040,2014,275613293000
6326,046440,2014,274480832100
6327,051360,2014,274159751200
6328,013120,2014,273332381000
6329,036030,2014,273219918300
6330,035810,2014,272325227790
6331,100700,2014,271998000000
6332,093370,2014,270588410070
6333,038390,2014,270139146000
6334,033560,2014,269760000000
6335,102460,2014,269610000000
6336,104700,2014,269392500000
6337,029460,2014,268148873520
6338,051370,2014,267004953600
6339,095720,2014,263120854000
6340,001130,2014,262795000000
6341,000155,2014,262458903000
6342,002170,2014,259200000000
6343,002020,2014,256903240500
6344,033530,2014,256696704000
6345,004560,2014,254831905900
6346,010690,2014,254220584800
6347,009580,2014,254150920300
6348,024950,2014,253525320700
6349,149980,2014,253332757700
6350,032500,2014,252770000000
6351,032190,2014,252756000000
6352,021820,2014,252500000000
6353,114120,2014,252218771000
6354,004130,2014,251022478600
6355,002390,2014,249362784000
6356,083790,2014,248651567350
6357,136490,2014,248270000000
6358,051310,2014,247188824820
6359,004980,2014,247050678000
6360,053740,2014,246300000000
6361,067830,2014,246245370000
6362,200670,2014,246050590750
6363,036800,2014,246000000000
6364,002000,2014,243423789000
6365,102260,2014,242275975050
6366,003280,2014,241009708350
6367,003480,2014,240372669680
6368,171120,2014,239856830000
6369,013570,2014,239389728480
6370,003220,2014,238865314800
6371,007690,2014,238816317600
6372,160550,2014,238315106650
6373,017960,2014,237781944600
6374,067000,2014,237560948600
6375,187220,2014,237482701400
6376,005680,2014,237000000000
6377,000540,2014,236734146825
6378,009440,2014,236689039000
6379,048550,2014,235699266950
6380,000490,2014,233722868500
6381,101730,2014,232192888200
6382,003520,2014,231794100000
6383,044340,2014,231474770150
6384,023410,2014,231000000000
6385,007700,2014,231000000000
6386,100250,2014,229729650120
6387,007980,2014,228874962030
6388,136480,2014,228730777120
6389,053030,2014,228598707870
6390,038290,2014,228110841900
6391,089470,2014,227766000000
6392,036420,2014,227020520565
6393,085370,2014,226353141750
6394,043610,2014,225376559870
6395,178920,2014,224946026520
6396,092070,2014,224922205200
6397,067310,2014,224822982300
6398,019210,2014,224523700500
6399,080420,2014,223616145000
6400,053980,2014,223208260800
6401,168490,2014,222855700000
6402,004840,2014,222250000000
6403,018120,2014,221958000000
6404,033240,2014,221065000000
6405,094280,2014,220183710000
6406,107590,2014,218071189000
6407,001630,2014,217728810000
6408,003160,2014,217327816500
6409,000700,2014,217188712080
6410,033270,2014,217178114800
6411,131030,2014,217119640500
6412,015360,2014,216600000000
6413,037270,2014,216224762600
6414,028300,2014,216050188200
6415,002310,2014,215851698200
6416,097955,2014,215707862500
6417,001060,2014,212702083200
6418,092440,2014,212576000000
6419,005160,2014,212000000000
6420,011370,2014,211879216500
6421,075180,2014,211200000000
6422,085810,2014,211170442000
6423,008020,2014,211086282000
6424,033500,2014,211011822380
6425,001520,2014,210797903680
6426,014790,2014,210697123000
6427,130660,2014,208640000000
6428,019440,2014,208251000000
6429,038540,2014,207140465230
6430,000250,2014,206318488600
6431,093920,2014,205530000000
6432,034810,2014,204891000000
6433,000990,2014,204757544680
6434,119610,2014,202765000000
6435,004250,2014,202694400000
6436,064240,2014,201165954120
6437,108230,2014,200375068800
6438,161000,2014,200250000000
6439,049080,2014,200059957300
6440,001880,2014,199613922900
6441,007160,2014,199000000000
6442,089600,2014,196677403200
6443,001440,2014,196244022000
6444,007660,2014,196231232490
6445,013520,2014,195620466300
6446,005390,2014,195443410400
6447,004430,2014,194880000000
6448,036540,2014,194417380400
6449,054670,2014,193791420000
6450,085310,2014,193434685010
6451,013990,2014,193200000000
6452,020760,2014,193104480800
6453,048530,2014,192779693400
6454,001250,2014,192663682200
6455,035510,2014,192640000000
6456,008040,2014,192607931295
6457,149950,2014,192428500000
6458,069110,2014,191487064200
6459,073110,2014,191258732500
6460,024090,2014,190710000000
6461,054780,2014,190369336215
6462,001200,2014,190342511370
6463,002360,2014,190038678300
6464,067290,2014,189951975660
6465,065620,2014,189380700000
6466,010050,2014,188258752182
6467,123100,2014,187981436500
6468,001790,2014,187342564000
6469,033640,2014,187259992920
6470,151860,2014,187200000000
6471,019170,2014,187019547000
6472,095610,2014,186301237650
6473,131370,2014,184570442595
6474,152550,2014,184152600000
6475,000400,2014,182665200000
6476,003940,2014,182585890600
6477,086960,2014,181964695500
6478,001940,2014,181807579200
6479,088390,2014,181546569500
6480,090350,2014,181000000000
6481,001390,2014,180249323800
6482,078070,2014,179988000000
6483,100130,2014,178571875000
6484,004380,2014,177870000000
6485,065510,2014,177784839700
6486,086390,2014,177484700120
6487,071200,2014,176486460920
6488,123410,2014,175398703200
6489,050890,2014,174595050780
6490,001780,2014,173303621100
6491,005690,2014,172983803220
6492,004870,2014,172838358750
6493,077970,2014,172686499830
6494,034950,2014,172539532000
6495,003460,2014,172375341600
6496,000800,2014,172213045680
6497,016710,2014,172157211300
6498,012610,2014,172088514900
6499,001045,2014,172002970300
6500,064260,2014,170691939900
6501,015890,2014,169526750000
6502,006370,2014,169358212150
6503,021320,2014,169060000000
6504,104480,2014,166950000000
6505,015710,2014,166539750000
6506,060570,2014,166162590230
6507,023000,2014,165000000000
6508,117580,2014,165000000000
6509,000835,2014,164794748850
6510,001460,2014,163336822500
6511,138070,2014,163293730600
6512,001530,2014,163153153900
6513,002250,2014,162453531400
6514,006220,2014,161982625680
6515,036930,2014,161634860200
6516,142280,2014,161564000000
6517,079370,2014,161424000000
6518,005710,2014,161393760000
6519,071970,2014,161175713970
6520,009420,2014,160526353920
6521,003545,2014,160160000000
6522,003230,2014,160076568750
6523,004890,2014,159579147000
6524,072470,2014,158840912650
6525,041520,2014,158453490000
6526,011280,2014,157897246200
6527,068240,2014,157477117400
6528,016610,2014,157476103190
6529,001270,2014,157103772900
6530,025620,2014,156600050775
6531,042520,2014,156247033450
6532,069640,2014,155699548900
6533,002780,2014,155674484685
6534,024910,2014,155581600000
6535,000020,2014,155578287900
6536,001540,2014,155148168000
6537,053110,2014,154804440350
6538,105840,2014,154156800000
6539,035480,2014,153734844520
6540,104540,2014,153528670700
6541,091120,2014,152630016000
6542,005290,2014,152179456880
6543,074600,2014,151857750000
6544,036560,2014,151200000000
6545,083650,2014,151074000000
6546,097870,2014,150800000000
6547,019540,2014,150675525000
6548,026890,2014,150041430000
6549,002460,2014,150032140000
6550,007860,2014,149887733600
6551,036000,2014,149722800500
6552,007540,2014,149318400000
6553,049520,2014,149241357000
6554,133820,2014,149104500000
6555,009160,2014,148914816000
6556,048410,2014,148602265000
6557,900090,2014,147420000000
6558,054800,2014,146938135200
6559,044450,2014,145491397000
6560,002150,2014,145333200000
6561,002300,2014,144392778650
6562,126700,2014,144340801920
6563,192250,2014,143969618100
6564,054620,2014,142800762100
6565,000850,2014,142340000000
6566,039830,2014,142070148000
6567,060300,2014,141926077770
6568,035900,2014,141789144980
6569,071055,2014,141769674200
6570,002840,2014,141714009000
6571,060150,2014,141618750000
6572,065680,2014,141065924000
6573,084010,2014,140486383800
6574,196170,2014,140320224950
6575,004910,2014,140160000000
6576,002880,2014,139861277150
6577,012160,2014,139532779560
6578,005950,2014,139335360000
6579,049070,2014,139320000000
6580,173940,2014,139294421500
6581,138490,2014,138910000000
6582,052710,2014,138356365200
6583,041650,2014,138276138000
6584,003560,2014,137554789050
6585,104200,2014,137304632500
6586,084680,2014,136944543680
6587,038680,2014,136639327500
6588,003555,2014,136564692400
6589,029960,2014,136500000000
6590,009270,2014,136418762350
6591,008250,2014,136082236050
6592,002920,2014,135445950000
6593,008350,2014,134418489800
6594,025980,2014,134090334200
6595,053450,2014,134029624000
6596,012200,2014,133986000000
6597,047080,2014,133860723840
6598,143160,2014,133419055500
6599,033130,2014,133243808530
6600,123330,2014,132600000000
6601,041020,2014,132561299200
6602,141080,2014,132455028000
6603,060280,2014,132078843400
6604,034590,2014,132000000000
6605,031330,2014,131994380100
6606,068760,2014,131717708700
6607,045100,2014,131580000000
6608,077500,2014,131483459250
6609,089030,2014,131140681600
6610,114810,2014,131063324200
6611,042420,2014,130943183800
6612,141020,2014,130503153900
6613,143240,2014,130303745600
6614,005430,2014,130295508250
6615,066700,2014,130126324760
6616,052330,2014,129787940000
6617,040610,2014,129531344800
6618,016090,2014,129507406600
6619,122990,2014,129403578480
6620,039860,2014,128882339980
6621,011000,2014,128577051900
6622,067080,2014,128486066700
6623,096760,2014,128125243625
6624,131970,2014,128095000000
6625,037370,2014,127500000000
6626,035000,2014,127403375210
6627,033170,2014,126877912120
6628,041440,2014,126844883520
6629,108380,2014,126767162250
6630,006910,2014,126654823440
6631,123860,2014,126089865000
6632,058850,2014,125920750000
6633,010955,2014,125886315100
6634,122350,2014,125466931920
6635,004960,2014,125341146150
6636,001210,2014,124834720550
6637,028080,2014,124265759280
6638,004060,2014,124086500480
6639,102120,2014,123963536300
6640,025750,2014,123868093000
6641,183490,2014,123773416400
6642,016590,2014,123537898100
6643,061460,2014,123528954615
6644,000040,2014,123518327265
6645,090460,2014,123515615200
6646,069410,2014,123496163300
6647,003100,2014,123420000000
6648,005010,2014,123151382600
6649,046210,2014,123042596940
6650,035610,2014,121963146620
6651,013870,2014,121108978000
6652,011785,2014,121090614300
6653,067990,2014,120811216800
6654,009520,2014,120763838700
6655,095500,2014,120639780940
6656,131290,2014,120326146200
6657,058860,2014,120240910000
6658,094850,2014,120120000000
6659,053280,2014,119884000000
6660,122450,2014,119832876800
6661,039560,2014,119724518880
6662,023600,2014,119700000000
6663,194510,2014,119632020000
6664,034300,2014,119400000000
6665,023910,2014,119400000000
6666,078000,2014,119343283800
6667,083420,2014,119000000000
6668,014940,2014,118876922528
6669,200780,2014,118460802000
6670,006490,2014,118146370320
6671,003650,2014,117079925600
6672,101330,2014,116100000000
6673,006405,2014,115679564000
6674,033160,2014,115580751700
6675,123750,2014,115331844060
6676,063160,2014,115048758000
6677,121600,2014,114992329800
6678,095270,2014,114950325000
6679,005945,2014,114735485440
6680,037950,2014,114412090525
6681,099440,2014,114315807600
6682,000970,2014,114002500000
6683,900080,2014,113944452180
6684,092200,2014,113708000000
6685,091090,2014,113688192840
6686,006380,2014,113600000000
6687,072020,2014,113460000000
6688,067570,2014,113309165790
6689,048770,2014,113262000000
6690,060370,2014,112347000000
6691,012860,2014,112320000000
6692,129260,2014,112278926550
6693,036890,2014,112200000000
6694,004650,2014,112121715000
6695,004540,2014,112091640800
6696,000180,2014,112038104000
6697,040300,2014,111720000000
6698,123260,2014,110822590950
6699,035890,2014,110676542400
6700,155960,2014,110414758000
6701,009180,2014,110407939600
6702,027580,2014,110402696250
6703,003070,2014,110302402100
6704,078890,2014,110214787760
6705,018000,2014,110077960940
6706,014710,2014,110026489770
6707,012790,2014,109810000000
6708,027050,2014,109800000000
6709,035150,2014,109626000000
6710,059100,2014,109588468850
6711,030210,2014,109470076980
6712,047560,2014,109140885000
6713,022220,2014,108768615900
6714,123700,2014,108766139060
6715,100840,2014,108748794200
6716,003640,2014,108732561000
6717,036220,2014,108609437500
6718,000300,2014,108388246980
6719,141000,2014,108234280000
6720,096640,2014,108222449020
6721,093190,2014,108120000000
6722,013450,2014,107248825200
6723,082920,2014,107100259420
6724,092730,2014,107068750950
6725,017890,2014,106948512000
6726,082210,2014,106894364400
6727,069510,2014,106699800000
6728,086520,2014,105869958050
6729,032620,2014,105751983750
6730,030350,2014,105451133270
6731,043650,2014,105363993600
6732,010100,2014,105358453200
6733,040910,2014,105242009600
6734,067390,2014,104761372410
6735,163560,2014,104535000000
6736,056080,2014,104473759120
6737,100220,2014,104233862820
6738,048430,2014,103680000000
6739,095190,2014,103429364010
6740,005800,2014,103050000000
6741,047310,2014,102960274560
6742,080520,2014,102900294840
6743,151910,2014,102759089680
6744,064550,2014,102575218560
6745,049550,2014,102403586000
6746,092130,2014,102370600000
6747,027710,2014,102263885475
6748,066620,2014,102000000000
6749,052770,2014,101925054000
6750,016880,2014,101724725025
6751,000500,2014,101720484150
6752,090850,2014,101403250000
6753,126600,2014,101397856600
6754,002100,2014,101300472500
6755,159580,2014,101023800000
6756,098120,2014,101000106900
6757,001020,2014,100775280890
6758,011810,2014,100727755500
6759,034940,2014,100501320050
6760,088800,2014,99989880270
6761,138080,2014,99707492500
6762,017040,2014,99459826425
6763,170920,2014,99380690400
6764,103130,2014,99137994520
6765,150840,2014,99026809800
6766,191420,2014,98866281900
6767,039980,2014,98809439985
6768,078140,2014,98781418890
6769,064760,2014,98653750000
6770,036500,2014,98530295840
6771,009770,2014,98498857400
6772,060310,2014,97936981860
6773,106190,2014,97825191600
6774,079950,2014,97672000000
6775,002700,2014,97651416840
6776,006880,2014,97469789920
6777,003830,2014,97076800000
6778,045390,2014,96983713840
6779,012690,2014,96730969475
6780,136540,2014,96546672740
6781,000590,2014,96399247000
6782,003610,2014,96052984300
6783,058400,2014,96011547000
6784,000215,2014,95950000000
6785,043090,2014,95891498465
6786,006660,2014,95890505200
6787,025320,2014,95446358360
6788,040420,2014,95319516160
6789,007110,2014,95271630300
6790,033110,2014,94967136180
6791,015020,2014,94487778000
6792,017900,2014,94448333690
6793,052220,2014,94300000000
6794,002200,2014,94000000000
6795,102710,2014,93862000000
6796,039530,2014,93859740900
6797,007720,2014,93744418500
6798,038880,2014,93724566530
6799,053300,2014,93703375000
6800,080000,2014,93585292600
6801,002210,2014,92942784200
6802,068930,2014,92826178290
6803,150900,2014,92396477250
6804,006390,2014,92364764700
6805,007820,2014,91985153400
6806,047400,2014,91980000000
6807,088910,2014,91897200000
6808,084670,2014,91228800000
6809,010820,2014,90957613800
6810,011090,2014,90887336115
6811,042500,2014,90438643600
6812,066670,2014,90001585170
6813,086890,2014,89923160880
6814,079660,2014,89858000000
6815,170030,2014,89847000000
6816,006980,2014,89455500000
6817,052190,2014,89424000000
6818,001750,2014,89227023340
6819,011150,2014,88928663175
6820,065530,2014,88804800000
6821,019300,2014,88707150000
6822,200710,2014,88413774750
6823,009070,2014,88350000000
6824,101970,2014,88273337810
6825,074430,2014,88269045600
6826,040350,2014,88126289000
6827,078150,2014,88075355660
6828,089530,2014,87939295655
6829,007590,2014,87833371650
6830,076610,2014,87770000000
6831,038870,2014,87742699440
6832,008970,2014,87560710800
6833,033230,2014,87542599200
6834,102280,2014,87532090290
6835,011320,2014,87522748350
6836,058610,2014,87382940400
6837,028100,2014,87285000000
6838,039840,2014,87026241900
6839,003080,2014,86986900000
6840,009200,2014,86963457900
6841,024900,2014,86948496600
6842,079940,2014,86899091280
6843,015230,2014,86700000000
6844,041920,2014,86649360000
6845,014160,2014,86630633760
6846,041930,2014,86426000000
6847,123040,2014,85980995360
6848,004780,2014,85877274600
6849,000890,2014,85675723695
6850,097780,2014,85514977600
6851,156100,2014,85334436000
6852,079960,2014,85281000000
6853,016380,2014,85212356420
6854,002820,2014,85144380500
6855,063170,2014,85095025000
6856,066900,2014,84950718705
6857,052420,2014,84852006030
6858,013580,2014,84754307430
6859,058630,2014,84639371250
6860,042110,2014,84576737000
6861,094190,2014,84457756800
6862,081000,2014,84246473250
6863,041460,2014,84120256080
6864,061250,2014,83871775560
6865,014530,2014,83860955100
6866,134380,2014,83803429500
6867,094480,2014,83707341780
6868,052270,2014,83312017800
6869,005305,2014,83280000000
6870,026180,2014,83049994500
6871,001560,2014,82800000000
6872,900110,2014,82787602170
6873,049830,2014,82476906400
6874,024070,2014,82342041600
6875,001840,2014,82292932800
6876,144620,2014,82170000000
6877,154040,2014,82147544200
6878,019685,2014,81981897800
6879,032850,2014,81952834490
6880,004080,2014,81888000000
6881,023900,2014,81816000000
6882,015590,2014,81562436100
6883,200130,2014,81550000000
6884,108675,2014,81450837000
6885,053700,2014,81356648250
6886,071850,2014,81167463840
6887,120030,2014,81118489500
6888,014100,2014,81090000000
6889,037070,2014,80784000000
6890,089010,2014,80401629900
6891,058430,2014,80400000000
6892,065570,2014,80256000000
6893,012800,2014,80112498621
6894,097520,2014,79758096750
6895,012170,2014,79696559250
6896,096300,2014,79638232688
6897,024890,2014,79298080160
6898,058820,2014,79003701792
6899,089850,2014,78971474700
6900,134780,2014,78665400000
6901,036670,2014,78466500000
6902,115310,2014,78464000000
6903,014990,2014,78380883350
6904,138360,2014,78272000000
6905,066970,2014,78146733500
6906,185490,2014,78076595110
6907,009155,2014,77907171200
6908,053610,2014,77850000000
6909,106240,2014,77760834000
6910,038340,2014,77716176615
6911,010960,2014,77500000000
6912,037350,2014,77059600000
6913,083640,2014,77058099150
6914,002630,2014,76829443810
6915,061040,2014,76789375000
6916,006125,2014,76484943750
6917,053620,2014,76454000000
6918,017550,2014,76432643850
6919,082850,2014,76065012705
6920,052290,2014,75532182000
6921,095910,2014,75379683120
6922,014440,2014,75300000000
6923,004450,2014,75295546050
6924,170790,2014,75065886000
6925,111870,2014,75050000000
6926,023760,2014,75029296440
6927,041910,2014,75023232570
6928,053350,2014,75007571640
6929,037340,2014,74902520880
6930,094820,2014,74715003095
6931,049180,2014,74694196580
6932,108860,2014,74625523825
6933,001340,2014,74438809785
6934,006805,2014,74319960000
6935,023800,2014,74284627200
6936,065160,2014,73924347840
6937,089980,2014,73833588460
6938,090370,2014,73795164000
6939,036690,2014,73703290500
6940,001080,2014,73662500000
6941,000650,2014,73318986000
6942,054210,2014,73243878000
6943,038950,2014,73067785050
6944,066980,2014,73032225760
6945,023810,2014,72900000000
6946,114570,2014,72801662940
6947,046390,2014,72730986100
6948,010040,2014,72706349760
6949,080580,2014,72540000000
6950,090410,2014,72508600000
6951,123690,2014,72466680000
6952,005190,2014,72177365200
6953,043200,2014,72065476840
6954,088130,2014,71931737250
6955,008600,2014,71820000000
6956,057500,2014,71819687700
6957,014190,2014,71787753720
6958,096630,2014,71681350805
6959,026260,2014,71414767080
6960,018470,2014,71340000000
6961,056700,2014,71333865990
6962,050110,2014,71265395700
6963,003960,2014,70930842500
6964,050090,2014,70856757630
6965,099320,2014,70820806500
6966,080220,2014,70754749500
6967,045660,2014,70720000000
6968,009300,2014,70707000000
6969,127120,2014,70175677200
6970,032560,2014,70000000000
6971,073490,2014,69929125000
6972,045970,2014,69814425120
6973,025530,2014,69592477280
6974,096240,2014,69591760000
6975,090730,2014,69420000000
6976,006140,2014,69400000000
6977,153490,2014,69120000000
6978,010660,2014,68860000000
6979,092220,2014,68790202360
6980,119650,2014,68700000000
6981,063570,2014,68679623760
6982,061970,2014,68522886480
6983,067170,2014,68455001860
6984,039440,2014,68454512300
6985,004310,2014,68320000000
6986,036630,2014,68311208966
6987,014580,2014,68130257000
6988,084650,2014,68021633400
6989,128820,2014,67962259000
6990,057030,2014,67616129065
6991,035620,2014,67586058240
6992,020710,2014,67260939350
6993,025560,2014,67205870339
6994,068290,2014,67200000000
6995,062860,2014,67137650110
6996,087220,2014,66941000000
6997,011720,2014,66928981600
6998,093320,2014,66650500000
6999,102210,2014,66618100000
7000,065270,2014,66570343440
7001,016670,2014,66525825915
7002,033320,2014,66327079040
7003,008260,2014,66234560500
7004,065130,2014,65772226500
7005,006570,2014,65619750000
7006,037330,2014,65331772910
7007,033430,2014,65331505648
7008,068150,2014,65315249390
7009,115450,2014,65279119800
7010,083930,2014,65265740400
7011,025850,2014,64980000000
7012,024830,2014,64963000000
7013,037440,2014,64878733500
7014,060560,2014,64327881420
7015,006890,2014,64264000000
7016,046070,2014,64189932625
7017,008290,2014,63889597600
7018,002230,2014,63862314960
7019,096775,2014,63669726000
7020,066910,2014,63498866900
7021,003060,2014,63459756540
7022,039310,2014,63425834500
7023,137400,2014,63384000000
7024,021080,2014,63120000000
7025,200230,2014,63026100000
7026,005420,2014,62890363200
7027,084730,2014,62444878430
7028,065650,2014,62302741325
7029,001620,2014,62149467200
7030,072130,2014,62084611070
7031,138690,2014,61991891280
7032,008700,2014,61776980820
7033,096610,2014,61719372000
7034,079000,2014,61360000000
7035,047820,2014,61213110200
7036,119860,2014,61147928530
7037,153360,2014,61126955150
7038,149940,2014,61055520000
7039,000910,2014,60885314100
7040,068940,2014,60862818320
7041,019770,2014,60696500000
7042,053660,2014,60504132810
7043,091590,2014,60461000000
7044,012280,2014,60409172480
7045,017480,2014,60063554250
7046,002600,2014,60000000000
7047,031510,2014,59930000000
7048,036010,2014,59923530000
7049,039420,2014,59662183100
7050,019550,2014,59640499600
7051,101170,2014,59400000000
7052,048910,2014,59280641500
7053,053690,2014,59222658640
7054,122690,2014,58919345625
7055,109860,2014,58730000000
7056,155660,2014,58640000000
7057,005620,2014,58290094800
7058,159650,2014,58133123100
7059,011500,2014,57857055400
7060,054300,2014,57856191260
7061,000950,2014,57792000000
7062,000157,2014,57761141000
7063,007120,2014,57579908360
7064,119850,2014,57527756160
7065,049480,2014,57502960890
7066,003547,2014,57500000000
7067,033180,2014,57451972530
7068,011930,2014,57444676200
7069,027830,2014,57400000000
7070,032800,2014,57219813630
7071,003605,2014,57111040000
7072,002070,2014,57072622950
7073,017510,2014,57020040000
7074,052670,2014,56928000000
7075,001290,2014,56917200831
7076,192390,2014,56894586000
7077,018680,2014,56850905010
