,날짜,시가총액,거래소코드,회사명_x,month,순매수거래량,순매수거래량_최종,순매수거래대금 비중_외국인
0,2014-10,375379785000,068400,SK렌터카,10,109363.0,102632.0,-0.0005031980482896369
1,2014-11,379809045000,068400,SK렌터카,11,91943.0,102632.0,-0.0005031980482896369
2,2014-12,360984690000,068400,SK렌터카,12,100424.0,102632.0,-0.0005031980482896369
3,2015-01,366521265000,068400,SK렌터카,01,-27631.0,102632.0,-0.0005031980482896369
4,2015-02,372057840000,068400,SK렌터카,02,-81912.0,102632.0,-0.0005031980482896369
5,2015-03,336623760000,068400,SK렌터카,03,-89555.0,102632.0,-0.0005031980482896369
6,2014-10,943226343200,006840,AK홀딩스,10,-13041.0,175173.0,0.002821670142867735
7,2014-11,1006814636000,006840,AK홀딩스,11,-12993.0,175173.0,0.002821670142867735
8,2014-12,1062454392200,006840,AK홀딩스,12,28992.0,175173.0,0.002821670142867735
9,2015-01,1344627441500,006840,AK홀딩스,01,63087.0,175173.0,0.002821670142867735
10,2015-02,1338003661000,006840,AK홀딩스,02,62242.0,175173.0,0.002821670142867735
11,2015-03,1300910490200,006840,AK홀딩스,03,46886.0,175173.0,0.002821670142867735
12,2014-10,3902425318350,138930,BNK금융지주,10,-767963.0,-1309584.0,-0.00028686829310339726
13,2014-11,3679764414300,138930,BNK금융지주,11,-244488.0,-1309584.0,-0.00028686829310339726
14,2014-12,3398508535500,138930,BNK금융지주,12,-1051376.0,-1309584.0,-0.00028686829310339726
15,2015-01,3246161601150,138930,BNK금융지주,01,519118.0,-1309584.0,-0.00028686829310339726
16,2015-02,3492260495100,138930,BNK금융지주,02,-1398787.0,-1309584.0,-0.00028686829310339726
17,2015-03,3562574464800,138930,BNK금융지주,03,1633912.0,-1309584.0,-0.00028686829310339726
18,2014-10,177078352500,001460,BYC,10,726.0,-232.0,-6.535603571551628e-05
19,2014-11,171456817500,001460,BYC,11,-1.0,-232.0,-6.535603571551628e-05
20,2014-12,163336822500,001460,BYC,12,-338.0,-232.0,-6.535603571551628e-05
21,2015-01,163649130000,001460,BYC,01,-1108.0,-232.0,-6.535603571551628e-05
22,2015-02,190195267500,001460,BYC,02,-295.0,-232.0,-6.535603571551628e-05
23,2015-03,190195267500,001460,BYC,03,784.0,-232.0,-6.535603571551628e-05
24,2014-10,42430845000,001465,BYC우,10,33.0,0.0,1.8546298927941103e-06
25,2014-11,39523147500,001465,BYC우,11,-26.0,0.0,1.8546298927941103e-06
26,2014-12,37584682500,001465,BYC우,12,-7.0,0.0,1.8546298927941103e-06
27,2014-10,5058632052000,001040,CJ,10,-213020.0,-67569.0,-0.0006975813176902112
28,2014-11,4709760876000,001040,CJ,11,289873.0,-67569.0,-0.0006975813176902112
29,2014-12,4537170612000,001040,CJ,12,-26218.0,-67569.0,-0.0006975813176902112
30,2015-01,5017063657500,001040,CJ,01,-129422.0,-67569.0,-0.0006975813176902112
31,2015-02,5046148084500,001040,CJ,02,2351.0,-67569.0,-0.0006975813176902112
32,2015-03,5122449552000,001040,CJ,03,8867.0,-67569.0,-0.0006975813176902112
33,2014-10,1108852801200,079160,CJ CGV,10,309317.0,647016.0,0.0033490308675801542
34,2014-11,1098272144700,079160,CJ CGV,11,156131.0,647016.0,0.0033490308675801542
35,2014-12,1142710902000,079160,CJ CGV,12,61945.0,647016.0,0.0033490308675801542
36,2015-01,1290840093000,079160,CJ CGV,01,47247.0,647016.0,0.0033490308675801542
37,2015-02,1360672425900,079160,CJ CGV,02,-80578.0,647016.0,0.0033490308675801542
38,2015-03,1432620890100,079160,CJ CGV,03,152954.0,647016.0,0.0033490308675801542
39,2014-10,4402782392000,000120,CJ대한통운,10,38698.0,162644.0,0.00095539615184479
40,2014-11,4482625596000,000120,CJ대한통운,11,86388.0,162644.0,0.00095539615184479
41,2014-12,4471219424000,000120,CJ대한통운,12,-2186.0,162644.0,0.00095539615184479
42,2015-01,4368563876000,000120,CJ대한통운,01,-71534.0,162644.0,0.00095539615184479
