,날짜,시가총액,거래소코드,회사명_x,month,순매수거래량,순매수거래량_최종,순매수거래대금 비중_외국인
0,2018-10,213275553725,095570,AJ네트웍스,10,-136120.0,-210936.0,-0.0005228830066945054
1,2018-11,229195134025,095570,AJ네트웍스,11,-62548.0,-210936.0,-0.0005228830066945054
2,2018-12,210934438975,095570,AJ네트웍스,12,-12540.0,-210936.0,-0.0005228830066945054
3,2019-01,228024576650,095570,AJ네트웍스,01,39411.0,-210936.0,-0.0005228830066945054
4,2019-02,233877363525,095570,AJ네트웍스,02,20556.0,-210936.0,-0.0005228830066945054
5,2019-03,224747016000,095570,AJ네트웍스,03,-59695.0,-210936.0,-0.0005228830066945054
6,2018-10,236965410000,068400,SK렌터카,10,-70559.0,111115.0,-9.110360789743421e-05
7,2018-11,307833570000,068400,SK렌터카,11,257885.0,111115.0,-9.110360789743421e-05
8,2018-12,272399490000,068400,SK렌터카,12,5109.0,111115.0,-9.110360789743421e-05
9,2019-01,261326340000,068400,SK렌터카,01,69479.0,111115.0,-9.110360789743421e-05
10,2019-02,244716615000,068400,SK렌터카,02,-9590.0,111115.0,-9.110360789743421e-05
11,2019-03,254682450000,068400,SK렌터카,03,-141209.0,111115.0,-9.110360789743421e-05
12,2018-10,590841220600,006840,AK홀딩스,10,79987.0,52485.0,2.5067158943534298e-05
13,2018-11,704770245200,006840,AK홀딩스,11,-33306.0,52485.0,2.5067158943534298e-05
14,2018-12,715368294000,006840,AK홀딩스,12,49047.0,52485.0,2.5067158943534298e-05
15,2019-01,675625611000,006840,AK홀딩스,01,59789.0,52485.0,2.5067158943534298e-05
16,2019-02,728615855000,006840,AK홀딩스,02,-58476.0,52485.0,2.5067158943534298e-05
17,2019-03,674300854900,006840,AK홀딩스,03,-44556.0,52485.0,2.5067158943534298e-05
18,2018-10,709546691760,027410,BGF,10,-378776.0,-505903.0,-0.0004888651193395576
19,2018-11,779166192430,027410,BGF,11,-148231.0,-505903.0,-0.0004888651193395576
20,2018-12,769629274530,027410,BGF,12,-49081.0,-505903.0,-0.0004888651193395576
21,2019-01,756277589470,027410,BGF,01,88468.0,-505903.0,-0.0004888651193395576
22,2019-02,833526624460,027410,BGF,02,265699.0,-505903.0,-0.0004888651193395576
23,2019-03,780119884220,027410,BGF,03,-283982.0,-505903.0,-0.0004888651193395576
24,2018-10,2912338161000,282330,BGF리테일,10,89657.0,135998.0,0.00042258876203945454
25,2018-11,3361719717000,282330,BGF리테일,11,82191.0,135998.0,0.00042258876203945454
26,2018-12,3525916824000,282330,BGF리테일,12,26047.0,135998.0,0.00042258876203945454
27,2019-01,3180238704000,282330,BGF리테일,01,-56448.0,135998.0,0.00042258876203945454
28,2019-02,3681471978000,282330,BGF리테일,02,19884.0,135998.0,0.00042258876203945454
29,2019-03,3776533461000,282330,BGF리테일,03,-25333.0,135998.0,0.00042258876203945454
30,2018-10,2473848517140,138930,BNK금융지주,10,-389418.0,-9721310.0,-0.004631347054301223
31,2018-11,2499923336820,138930,BNK금융지주,11,-85759.0,-9721310.0,-0.004631347054301223
32,2018-12,2389105353180,138930,BNK금융지주,12,-3455464.0,-9721310.0,-0.004631347054301223
33,2019-01,2395624058100,138930,BNK금융지주,01,-3545096.0,-9721310.0,-0.004631347054301223
34,2019-02,2310880894140,138930,BNK금융지주,02,-650592.0,-9721310.0,-0.004631347054301223
35,2019-03,2177247443280,138930,BNK금융지주,03,-1594981.0,-9721310.0,-0.004631347054301223
36,2018-10,3180292782000,001040,CJ,10,-19967.0,227485.0,0.0016227551747100269
37,2018-11,3807598239000,001040,CJ,11,-35565.0,227485.0,0.0016227551747100269
38,2018-12,3545005257000,001040,CJ,12,20088.0,227485.0,0.0016227551747100269
39,2019-01,3515828259000,001040,CJ,01,120276.0,227485.0,0.0016227551747100269
40,2019-02,3647124750000,001040,CJ,02,53085.0,227485.0,0.0016227551747100269
41,2019-03,3632536251000,001040,CJ,03,89568.0,227485.0,0.0016227551747100269
42,2018-10,853858979550,079160,CJ CGV,10,176587.0,169938.0,0.0014742231771074424
43,2018-11,880310620800,079160,CJ CGV,11,-127707.0,169938.0,0.0014742231771074424
44,2018-12,867613833000,079160,CJ CGV,12,16057.0,169938.0,0.0014742231771074424
45,2019-01,902529999450,079160,CJ CGV,01,138676.0,169938.0,0.0014742231771074424
46,2019-02,930039706350,079160,CJ CGV,02,-165310.0,169938.0,0.0014742231771074424
47,2019-03,918400984200,079160,CJ CGV,03,131635.0,169938.0,0.0014742231771074424
48,2018-10,3615756524000,000120,CJ대한통운,10,-297428.0,795030.0,0.007248746138327148
49,2018-11,3627162696000,000120,CJ대한통운,11,98765.0,795030.0,0.007248746138327148
50,2018-12,3809661448000,000120,CJ대한통운,12,223914.0,795030.0,0.007248746138327148
51,2019-01,3832473792000,000120,CJ대한통운,01,202731.0,795030.0,0.007248746138327148
52,2019-02,4334345360000,000120,CJ대한통운,02,284400.0,795030.0,0.007248746138327148
53,2019-03,3775442932000,000120,CJ대한통운,03,282648.0,795030.0,0.007248746138327148
54,2018-10,77969777410,011150,CJ씨푸드,10,158959.0,322894.0,0.0008545313223360661
