,날짜,시가총액,거래소코드,회사명_x,month,순매수거래량,순매수거래량_최종,순매수거래대금 비중_외국인
0,2016-10,292639343750,095570,AJ네트웍스,10,49170.0,-256244.0,-0.000590008689064435
1,2016-11,277656209350,095570,AJ네트웍스,11,8178.0,-256244.0,-0.000590008689064435
2,2016-12,304344917500,095570,AJ네트웍스,12,7446.0,-256244.0,-0.000590008689064435
3,2017-01,250031055300,095570,AJ네트웍스,01,-394940.0,-256244.0,-0.000590008689064435
4,2017-02,251903947100,095570,AJ네트웍스,02,-86168.0,-256244.0,-0.000590008689064435
5,2017-03,261268406100,095570,AJ네트웍스,03,160070.0,-256244.0,-0.000590008689064435
6,2016-10,218805444000,068400,SK렌터카,10,185484.0,-812381.0,-0.007704012795778805
7,2016-11,187357698000,068400,SK렌터카,11,52295.0,-812381.0,-0.007704012795778805
8,2016-12,184921605000,068400,SK렌터카,12,-36574.0,-812381.0,-0.007704012795778805
9,2017-01,196659144000,068400,SK렌터카,01,-436437.0,-812381.0,-0.007704012795778805
10,2017-02,213490332000,068400,SK렌터카,02,-86950.0,-812381.0,-0.007704012795778805
11,2017-03,226999575000,068400,SK렌터카,03,-490199.0,-812381.0,-0.007704012795778805
12,2016-10,816049757600,006840,AK홀딩스,10,101087.0,284848.0,0.0029284105764012186
13,2016-11,763059513600,006840,AK홀딩스,11,17902.0,284848.0,0.0029284105764012186
14,2016-12,741863416000,006840,AK홀딩스,12,40708.0,284848.0,0.0029284105764012186
15,2017-01,669001830500,006840,AK홀딩스,01,107434.0,284848.0,0.0029284105764012186
16,2017-02,747162440400,006840,AK홀딩스,02,6609.0,284848.0,0.0029284105764012186
17,2017-03,784255611200,006840,AK홀딩스,03,11108.0,284848.0,0.0029284105764012186
18,2016-10,4310669736000,027410,BGF,10,69224.0,993857.0,0.0045234622863080136
19,2016-11,2155334868000,027410,BGF,11,76310.0,993857.0,0.0045234622863080136
20,2016-12,4052995725000,027410,BGF,12,-12120.0,993857.0,0.0045234622863080136
21,2017-01,4543517212500,027410,BGF,01,33703.0,993857.0,0.0045234622863080136
22,2017-02,5053857750000,027410,BGF,02,538883.0,993857.0,0.0045234622863080136
23,2017-03,5202500625000,027410,BGF,03,287857.0,993857.0,0.0045234622863080136
24,2016-10,3027938435340,138930,BNK금융지주,10,1279971.0,1671986.0,0.0012731474083304023
25,2016-11,2920379804160,138930,BNK금융지주,11,-2345081.0,1671986.0,0.0012731474083304023
26,2016-12,2829117935280,138930,BNK금융지주,12,299987.0,1671986.0,0.0012731474083304023
27,2017-01,2780227648380,138930,BNK금융지주,01,-351441.0,1671986.0,0.0012731474083304023
28,2017-02,2829117935280,138930,BNK금융지주,02,1015473.0,1671986.0,0.0012731474083304023
29,2017-03,2992085558280,138930,BNK금융지주,03,1773077.0,1671986.0,0.0012731474083304023
30,2016-10,272644447500,001460,BYC,10,200.0,359.0,4.7858443983889335e-05
31,2016-11,247659847500,001460,BYC,11,200.0,359.0,4.7858443983889335e-05
32,2016-12,247972155000,001460,BYC,12,74.0,359.0,4.7858443983889335e-05
33,2017-01,236416777500,001460,BYC,01,2.0,359.0,4.7858443983889335e-05
34,2017-02,235792162500,001460,BYC,02,-23.0,359.0,4.7858443983889335e-05
35,2017-03,235479855000,001460,BYC,03,-94.0,359.0,4.7858443983889335e-05
36,2016-10,40923150000,001465,BYC우,10,0.0,-19.0,-9.059556222609757e-06
37,2016-11,38230837500,001465,BYC우,11,-19.0,-19.0,-9.059556222609757e-06
38,2016-10,5090862651000,001040,CJ,10,5694.0,219424.0,0.001711816995635272
39,2016-11,5120036649000,001040,CJ,11,-130464.0,219424.0,0.001711816995635272
40,2016-12,5456098626000,001040,CJ,12,51010.0,219424.0,0.001711816995635272
41,2017-01,5324802135000,001040,CJ,01,82530.0,219424.0,0.001711816995635272
42,2017-02,5033032155000,001040,CJ,02,12513.0,219424.0,0.001711816995635272
43,2017-03,5076797652000,001040,CJ,03,198141.0,219424.0,0.001711816995635272
