,날짜,시가총액,거래소코드,회사명_x,month,순매수거래량,순매수거래량_최종,순매수거래대금 비중_외국인
0,2015-10,234750780000,068400,SK렌터카,10,168091.0,-73847.0,-0.0009066539748130014
1,2015-11,259111710000,068400,SK렌터카,11,-110189.0,-73847.0,-0.0009066539748130014
2,2015-12,263540970000,068400,SK렌터카,12,-27957.0,-73847.0,-0.0009066539748130014
3,2016-01,248038560000,068400,SK렌터카,01,-172779.0,-73847.0,-0.0009066539748130014
4,2016-02,259111710000,068400,SK렌터카,02,31034.0,-73847.0,-0.0009066539748130014
5,2016-03,248038560000,068400,SK렌터카,03,37953.0,-73847.0,-0.0009066539748130014
6,2015-10,1139290246000,006840,AK홀딩스,10,12897.0,8547.0,-1.0756003884476548e-05
7,2015-11,813400245400,006840,AK홀딩스,11,123720.0,8547.0,-1.0756003884476548e-05
8,2015-12,837245855200,006840,AK홀딩스,12,-132145.0,8547.0,-1.0756003884476548e-05
9,2016-01,621972988950,006840,AK홀딩스,01,57756.0,8547.0,-1.0756003884476548e-05
10,2016-02,714043537900,006840,AK홀딩스,02,3298.0,8547.0,-1.0756003884476548e-05
11,2016-03,743188172100,006840,AK홀딩스,03,-56979.0,8547.0,-1.0756003884476548e-05
12,2015-10,4211573880000,027410,BGF,10,247184.0,598504.0,0.0021721619073200252
13,2015-11,4446926538000,027410,BGF,11,305367.0,598504.0,0.0021721619073200252
14,2015-12,4248734826000,027410,BGF,12,272812.0,598504.0,0.0021721619073200252
15,2016-01,5326402260000,027410,BGF,01,275392.0,598504.0,0.0021721619073200252
16,2016-02,4025769150000,027410,BGF,02,-606147.0,598504.0,0.0021721619073200252
17,2016-03,4062930096000,027410,BGF,03,103896.0,598504.0,0.0021721619073200252
18,2015-10,3583093444000,138930,BNK금융지주,10,917587.0,-3340831.0,0.00036919517051003475
19,2015-11,2490249943580,138930,BNK금융지주,11,-3717690.0,-3340831.0,0.00036919517051003475
20,2015-12,2154974771320,138930,BNK금융지주,12,-4519296.0,-3340831.0,0.00036919517051003475
21,2016-01,2300857861540,138930,BNK금융지주,01,-205183.0,-3340831.0,0.00036919517051003475
22,2016-02,2806302468060,138930,BNK금융지주,02,555258.0,-3340831.0,0.00036919517051003475
23,2016-03,3161571886200,138930,BNK금융지주,03,3628493.0,-3340831.0,0.00036919517051003475
24,2015-10,249221385000,001460,BYC,10,-1635.0,-2332.0,-0.00026616527776347515
25,2015-11,291070590000,001460,BYC,11,-666.0,-2332.0,-0.00026616527776347515
26,2015-12,287010592500,001460,BYC,12,-269.0,-2332.0,-0.00026616527776347515
27,2016-01,317304420000,001460,BYC,01,59.0,-2332.0,-0.00026616527776347515
28,2016-02,366649005000,001460,BYC,02,311.0,-2332.0,-0.00026616527776347515
29,2016-03,324799800000,001460,BYC,03,-132.0,-2332.0,-0.00026616527776347515
30,2015-10,40815457500,001465,BYC우,10,-238.0,-38.0,0.00015226834555073096
31,2015-11,45230850000,001465,BYC우,11,-45.0,-38.0,0.00015226834555073096
32,2016-02,51907785000,001465,BYC우,02,-11.0,-38.0,0.00015226834555073096
33,2016-03,49215472500,001465,BYC우,03,256.0,-38.0,0.00015226834555073096
34,2015-10,6990779520000,001040,CJ,10,46814.0,341594.0,0.002578715340453427
35,2015-11,7369446744000,001040,CJ,11,-14810.0,341594.0,0.002578715340453427
36,2015-12,7312570748000,001040,CJ,12,-115325.0,341594.0,0.002578715340453427
37,2016-01,8565321912000,001040,CJ,01,-24245.0,341594.0,0.002578715340453427
